t,discount_rate1,discount_rate2,premium,pv_premiums1,pv_premiums2
389,0.9991,0.9997,1374.9406785310973,478370.4300615445,479693.48200508044
390,0.999,0.9997,1374.9406785310973,477472.9623453588,478462.0799505345
391,0.9994,0.9991,1374.9406785310973,476383.8519780146,477516.9044860409
392,0.9991,0.9999,1374.9406785310973,475436.80442346464,476189.5827657864
393,0.9993,0.9997,1374.9406785310973,474393.9395025854,474957.1292260231
394,0.9992,0.9994,1374.9406785310973,473397.71699765243,473866.5084525636
395,0.9994,0.9995,1374.9406785310973,472306.1600151305,472727.9317399025
396,0.999,0.9992,1388.6900853164084,471402.621958558,471730.3753616607
397,0.9995,0.9992,1388.6900853164084,470249.05640144227,470718.2598842517
398,0.9995,0.9991,1388.6900853164084,469094.91377301235,469752.3469111553
399,0.9994,0.999,1388.6900853164084,467987.01589723426,468832.48931515403
400,0.9997,0.9992,1388.6900853164084,466738.34731611266,467818.05367277586
401,0.9993,0.9994,1388.6900853164084,465675.63017191656,466709.38922099205
402,0.9997,0.9994,1388.6900853164084,464426.26796699024,465600.0591711783
403,0.9996,0.9998,1388.6900853164084,463222.86702848517,464304.22993184824
404,0.9999,0.9991,1388.6900853164084,461880.3649796667,463332.5391317504
405,0.9999,0.9993,1388.6900853164084,460537.728667217,462267.4362518103
406,0.9998,0.9994,1388.6900853164084,459240.8867592524,461155.43943015195
407,0.9994,0.9997,1388.6900853164084,458127.0729176866,459904.7207610638
408,0.9992,0.9998,1402.5769861695726,457104.06608523836,458607.7522261926
409,0.9995,0.999,1402.5769861695726,455929.45382598176,457662.83807810117
410,0.9992,0.999,1402.5769861695726,454890.7894713893,456716.9780700016
411,0.9991,0.9995,1402.5769861695726,453896.71953279927,455542.172169917
412,0.9999,0.9997,1402.5769861695726,452539.39648627833,454275.8779471315
413,0.9994,0.9995,1402.5769861695726,451407.6640985679,453099.85088640515
414,0.9999,0.9997,1402.5769861695726,450050.09212161053,451832.8237473598
415,0.9999,0.9995,1402.5769861695726,448692.38437387836,450655.57454846444
416,0.999,0.9998,1402.5769861695726,447737.54493264144,449342.86613552197
417,0.9996,0.9992,1402.5769861695726,446513.57337582216,448298.928291986
418,0.9998,0.9998,1402.5769861695726,445200.036396932,446985.7484555075
419,0.9998,0.9997,1402.5769861695726,443886.23665809404,445716.88653529854
420,0.9996,0.9995,1416.6027560312684,442660.72396150907,444536.577838048
421,0.9994,0.9991,1416.6027560312684,441509.02662145067,443519.14231009583
422,0.9999,0.9997,1416.6027560312684,440136.4375091703,442235.2101170997
423,0.9994,0.9999,1416.6027560312684,438983.22468795185,440862.6936304315
424,0.9998,0.9998,1416.6027560312684,437654.1527624731,439533.997673935
425,0.9998,0.999,1416.6027560312684,436324.8149694357,438555.9508687725
426,0.9992,0.9998,1416.6027560312684,435256.41734728223,437226.79347143555
427,0.999,0.9994,1416.6027560312684,434274.0886799309,436071.83381569374
428,0.9992,0.9998,1416.6027560312684,433204.04916323023,434742.1794955616
429,0.9991,0.9999,1416.6027560312684,432176.40517185366,433368.9136308934
430,0.9995,0.9994,1416.6027560312684,430975.2900608528,432211.6378575767
431,0.9992,0.999,1416.6027560312684,429902.60939233546,431226.26136290835
432,0.9998,0.999,1430.768783591581,428571.7209805003,430239.8985053825
433,0.9998,0.9994,1430.768783591581,427226.397476404,429066.56966358906
434,0.9991,0.9998,1430.768783591581,426179.1899637798,427721.3451490273
435,0.9994,0.9999,1430.768783591581,425003.42323412874,426333.2096864044
436,0.9999,0.9996,1430.768783591581,423615.01595213235,425072.4698907691
437,0.999,0.9996,1430.768783591581,422606.8540225633,423811.22559741646
438,0.9999,0.9994,1430.768783591581,421218.2070596777,422634.0372361666
439,0.9991,0.9997,1430.768783591581,420165.5873046603,421329.6673527808
440,0.999,0.9995,1430.768783591581,419153.97249356227,420108.9530457121
441,0.9993,0.9995,1430.768783591581,418015.81478031696,418887.6280761586
442,0.9995,0.9997,1430.768783591581,416793.4427180844,417582.13393274683
443,0.9996,0.9999,1430.768783591581,415528.88548868825,416192.9844476
444,0.9995,0.9991,1445.076471427497,414305.2693397665,415135.83791813476
445,0.9998,0.9997,1445.076471427497,412942.7814246239,413814.90591848275
446,0.9996,0.9992,1445.076471427497,411662.36990115687,412699.98943860614
447,0.999,0.9994,1445.076471427497,410627.9213510804,411501.814055612
448,0.9992,0.999,1445.076471427497,409510.4532422467,410467.2047889735
449,0.9995,0.9998,1445.076471427497,408269.5115265825,409103.9491073674
450,0.9996,0.9993,1445.076471427497,406987.2299471338,407944.43373955763
451,0.9992,0.9991,1445.076471427497,405866.8469532689,406865.5362507558
452,0.9996,0.9993,1445.076471427497,404583.60392341076,405704.4528963557
453,0.9999,0.9997,1445.076471427497,403178.8453365169,404380.6906321178
454,0.9999,0.999,1445.076471427497,401773.94625971536,403338.9531138041
455,0.9994,0.9995,1445.076471427497,400569.2113150769,402094.9241044288
456,0.9999,0.9992,1459.527236141772,399164.0512487743,400970.62413230713
457,0.999,0.9994,1459.527236141772,398102.62663927174,399750.94746464415
458,0.9995,0.9999,1459.527236141772,396841.5201632115,398331.25335383776
459,0.9993,0.9995,1459.527236141772,395658.9541950062,397070.2612483201
460,0.999,0.9998,1459.527236141772,394594.02097984427,395689.8719865756
461,0.9994,0.9995,1459.527236141772,393370.5160533345,394427.55852969864
462,0.999,0.9995,1459.527236141772,392303.292109302,393164.613600357
463,0.9998,0.9994,1459.527236141772,390921.9492630128,391940.250514524
464,0.9997,0.9992,1459.527236141772,389579.2958156157,390793.35796475405
465,0.9996,0.9994,1459.527236141772,388275.07861091825,389567.5712713751
466,0.9991,0.9995,1459.527236141772,387163.99897385295,388302.1951327997
467,0.9996,0.9992,1459.527236141772,385858.8152638167,387152.3898085047
468,0.999,0.9995,1474.1225085031897,384784.07209977467,385885.80547510047
469,0.9995,0.9993,1474.1225085031897,383501.7004414922,384680.9596383441
470,0.9998,0.999,1474.1225085031897,382103.9987327355,383590.42755739833
471,0.9993,0.9998,1474.1225085031897,380896.50377687614,382192.74359761464
472,0.9993,0.9997,1474.1225085031897,379688.1629824607,380832.8709503965
473,0.9993,0.9999,1474.1225085031897,378478.9757569874,379396.68811070436
474,0.9998,0.999,1474.1225085031897,377080.26930234465,378300.86646866985
475,0.9997,0.999,1474.1225085031897,375718.8624525772,377203.9479080747
476,0.999,0.9992,1474.1225085031897,374619.3593033774,376030.6499195071
477,0.9996,0.9991,1474.1225085031897,373294.5546167209,374893.93194975867
478,0.9994,0.9995,1474.1225085031897,372043.6583031996,373606.61274762923
479,0.9997,0.9999,1474.1225085031897,370680.7400167014,372169.707209847
480,0.9995,0.9996,1488.8637335882215,369391.31316478056,370843.92227025185
481,0.9999,0.9995,1488.8637335882215,367939.2433555279,369539.8284508891
482,0.9991,0.9993,1488.8637335882215,366780.48205578997,368308.7808639057
483,0.9993,0.9994,1488.8637335882215,365547.5015733031,367040.1412150465
484,0.9994,0.999,1488.8637335882215,364277.2041622122,365917.19467613444
485,0.9998,0.9996,1488.8637335882215,362860.9126111462,364574.16060678894
486,0.9991,0.9998,1488.8637335882215,361697.57669658493,363157.9284588925
487,0.9995,0.9993,1488.8637335882215,360388.90741670504,361922.41041259316
488,0.9992,0.9997,1488.8637335882215,359187.3935979953,360541.7091917625
489,0.9999,0.9993,1488.8637335882215,357734.30329473654,359304.3585091307
490,0.9991,0.999,1488.8637335882215,356566.3492754963,358173.6684439865
491,0.9992,0.9995,1488.8637335882215,355361.7749618776,356863.23632856255
492,0.9995,0.9992,1503.7523709241038,354049.93619638757,355658.89971474616
493,0.9997,0.9996,1503.7523709241038,352651.9794192892,354296.8660902581
494,0.9993,0.9998,1503.7523709241038,351394.20299045846,352863.68645662535
495,0.9993,0.9992,1503.7523709241038,350135.54550138535,351641.24708336795
496,0.9992,0.9995,1503.7523709241038,348910.9218679556,350312.6510379628
497,0.9995,0.9999,1503.7523709241038,347580.95997702,348843.78304534324
498,0.9997,0.9993,1503.7523709241038,346181.06192467327,347583.33901172737
499,0.9999,0.9997,1503.7523709241038,344711.78073182236,346183.44167330523
500,0.9993,0.9998,1503.7523709241038,343448.4422704876,344748.63903018716
501,0.9991,0.9999,1503.7523709241038,342252.71734517417,343279.2145807211
502,0.9998,0.9997,1503.7523709241038,340817.12839993,341878.02561748226
503,0.9996,0.9993,1503.7523709241038,339449.1556912824,340612.7021380548
504,0.9998,0.9992,1518.7898946333448,338013.0059215426,339380.4541304351
505,0.9992,0.9996,1518.7898946333448,336763.626928452,337996.8629809941
506,0.9995,0.9998,1518.7898946333448,335412.54330547136,336545.3821627933
507,0.9991,0.9993,1518.7898946333448,334194.5284864759,335261.2751607725
508,0.9991,0.9998,1518.7898946333448,332975.41646666254,333809.24711556226
509,0.9992,0.9994,1518.7898946333448,331722.0041753695,332489.9511916439
510,0.9991,0.9995,1518.7898946333448,330500.6648791274,331136.72966184147
511,0.999,0.9996,1518.7898946333448,329311.18617066473,329749.8397030893
512,0.9991,0.9996,1518.7898946333448,328087.67518369673,328362.3947663625
513,0.9994,0.9995,1518.7898946333448,326764.94425561675,327007.10842594213
514,0.9996,0.9996,1518.7898946333448,325376.3048829366,325618.56595769187
515,0.9999,0.9994,1518.7898946333448,323889.9039787011,324294.35267466336
516,0.9991,0.9998,1533.9777935796783,322661.5094425661,322840.13080619124
517,0.9995,0.9999,1533.9777935796783,321288.1757368548,321338.28684129566
518,0.9999,0.9996,1533.9777935796783,319786.1765609312,319932.2819605002
519,0.999,0.9999,1533.9777935796783,318570.7695368884,318430.14718163863
520,0.9996,0.9999,1533.9777935796783,317163.65720619116,316927.8621742764
521,0.9999,0.999,1533.9777935796783,315661.2455371652,315709.5939746714
522,0.9999,0.9999,1533.9777935796783,314158.6836119467,314207.03688478016
523,0.9996,0.9998,1533.9777935796783,312749.80574066326,312735.606212443
524,0.9992,0.9995,1533.9777935796783,311464.9999470412,311357.3070723995
525,0.9993,0.9991,1533.9777935796783,310148.12584155065,310102.4214581321
526,0.9998,0.9997,1533.9777935796783,308675.8832246159,308661.04197714553
527,0.9994,0.9991,1533.9777935796783,307326.3012117633,307403.7275383504
528,0.9991,0.9997,1549.317571515475,306067.7844241654,305961.53820623254
529,0.9992,0.9999,1549.317571515475,304762.27667398914,304442.6649012072
530,0.9991,0.999,1549.317571515475,303486.09658940416,303196.54387356533
531,0.9996,0.9991,1549.317571515475,302057.60205871216,301918.95336007397
532,0.9992,0.9992,1549.317571515475,300748.88359407196,300610.12388766865
533,0.9994,0.9997,1549.317571515475,299379.19353867974,299150.55148159765
534,0.9996,0.9997,1549.317571515475,297949.05558940006,297690.5410724039
535,0.9994,0.9994,1549.317571515475,296577.68462866184,296319.01490983437
536,0.9996,0.9998,1549.317571515475,295146.4256273973,294828.6630709331
537,0.9992,0.9996,1549.317571515475,293832.1737949178,293396.70418109006
538,0.9999,0.999,1549.317571515475,292312.0874321456,292139.5261357103
539,0.999,0.9998,1549.317571515475,291053.8236843145,290648.3382318412
540,0.9996,0.9998,1564.8107472306299,289620.3542545008,289156.8520307319
541,0.9999,0.9995,1564.8107472306299,288084.3519424644,287735.9092381203
542,0.9996,0.9992,1564.8107472306299,286634.19487318303,286400.2186658223
543,0.999,0.9997,1564.8107472306299,285354.7388648172,284920.88418384676
544,0.9997,0.9996,1564.8107472306299,283875.09064477996,283469.46122110455
545,0.9997,0.9993,1564.8107472306299,282394.9983970684,282102.12195924536
546,0.9992,0.9999,1564.8107472306299,281055.0316751779,280565.36774878955
547,0.9998,0.9999,1564.8107472306299,279546.13015397807,279028.4598475436
548,0.999,0.9996,1564.8107472306299,278259.57898573315,277574.6789719017
549,0.9993,0.9999,1564.8107472306299,276888.59025167866,276037.47197186825
550,0.9993,0.9992,1564.8107472306299,275516.6411532553,274692.415156763
551,0.9993,0.9991,1564.8107472306299,274143.73101773707,273373.6406861499
552,0.9997,0.9996,1580.4588547029362,272660.71848605224,271917.5969777103
553,0.9993,0.9999,1580.4588547029362,271270.14873546414,270364.1745404614
554,0.9991,0.9996,1580.4588547029362,269932.62924708356,268891.2721946363
555,0.9999,0.9994,1580.4588547029362,268379.00829320995,267471.2961176039
556,0.9999,0.999,1580.4588547029362,266825.23196170316,266156.99425715813
557,0.9995,0.9992,1580.4588547029362,265377.46183791914,264788.36609533144
558,0.9997,0.9996,1580.4588547029362,263876.1658329661,263313.2325336419
559,0.9999,0.9993,1580.4588547029362,262321.93917218037,261916.11495941057
560,0.9992,0.9992,1580.4588547029362,260950.24050988536,260544.09137780988
561,0.9996,0.999,1580.4588547029362,259473.57108361585,259222.85537848543
562,0.9995,0.9998,1580.4588547029362,258022.12329055817,257693.93531084465
563,0.9996,0.9997,1580.4588547029362,256544.2821487147,256190.33355620856
564,0.9996,0.9992,1596.2634432499656,255065.8496338653,254813.72568205127
565,0.9995,0.9998,1596.2634432499656,253596.38438280672,253268.1158619737
566,0.9992,0.9998,1596.2634432499656,252201.88244551315,251722.19685809533
567,0.999,0.9995,1596.2634432499656,250856.47547774093,250251.05894431748
568,0.9997,0.9991,1596.2634432499656,249335.01253825243,248878.78640883547
569,0.9992,0.9994,1596.2634432499656,247937.09877402167,247430.98155451822
570,0.9992,0.9999,1596.2634432499656,246538.0657833984,245859.3040416724
571,0.9992,0.9996,1596.2634432499656,245137.91267028466,244360.78491238737
572,0.9998,0.9998,1596.2634432499656,243590.36730049478,242813.0840859546
573,0.9994,0.9996,1596.2634432499656,242139.38748973864,241313.34598109702
574,0.9997,0.9991,1596.2634432499656,240615.30863908038,239933.02225787914
575,0.9993,0.9991,1596.2634432499656,239186.4757288406,238551.45512424098
576,0.9996,0.9991,1612.2260776824653,237685.28640015068,237168.64346010512
577,0.9993,0.9996,1612.2260776824653,236238.4272215233,235650.67765348405
578,0.9995,0.9993,1612.2260776824653,234743.572930306,234202.39325107736
579,0.9997,0.9996,1612.2260776824653,233201.30724479698,232683.24046958273
580,0.9991,0.9999,1612.2260776824653,231797.6990963012,231094.1238042807
581,0.9997,0.9993,1612.2260776824653,230254.54938343377,229642.6475799042
582,0.9997,0.9994,1612.2260776824653,228710.93658672733,228167.32189535897
583,0.9992,0.9996,1612.2260776824653,227280.5349369945,226645.75411932424
584,0.999,0.9993,1612.2260776824653,225894.2030623744,225191.16185494023
585,0.9994,0.9992,1612.2260776824653,224416.62696086848,223757.94213096256
586,0.9997,0.999,1612.2260776824653,222871.26226186458,222368.08413741752
587,0.9998,0.9995,1612.2260776824653,221303.29684355084,220866.29120533774
588,0.9993,0.9995,1628.34833845929,219844.962239436,219363.74700115586
589,0.9991,0.9991,1628.34833845929,218413.18576816804,217931.537046038
590,0.9993,0.9997,1628.34833845929,216936.69311488917,216368.0991373199
591,0.9991,0.9998,1628.34833845929,215502.2968435891,214782.70734032866
592,0.999,0.9996,1628.34833845929,214088.0365416715,213239.65486381488
593,0.9996,0.9995,1628.34833845929,212544.70608564644,211717.16510790953
594,0.9991,0.9994,1628.34833845929,211106.3534653059,210214.94573689238
595,0.9994,0.9993,1628.34833845929,209603.767387279,208732.71029564002
596,0.9993,0.999,1628.34833845929,208121.10382149473,207311.67363081154
597,0.9998,0.9991,1628.34833845929,206534.06229549454,205868.60703868707
598,0.9992,0.9992,1628.34833845929,205069.76977285353,204403.78172560828
599,0.9996,0.9998,1628.34833845929,203522.83056662086,202815.99658646627
600,0.9997,0.9994,1644.631821843883,201955.0687487862,201308.43330799177
601,0.9994,0.9997,1644.631821843883,200430.69534414881,199723.7186017284
602,0.9999,0.9997,1644.631821843883,198805.9441167166,198138.52833838604
603,0.9993,0.9991,1644.631821843883,197299.42189019587,196670.9003268363
604,0.9996,0.9998,1644.631821843883,195733.08330167265,195065.28156130467
605,0.9995,0.9992,1644.631821843883,194185.54425195474,193575.51014757887
606,0.9993,0.9991,1644.631821843883,192675.78547994682,192103.77172028326
607,0.9995,0.9998,1644.631821843883,191126.71701661122,190497.23934630863
608,0.9998,0.9994,1644.631821843883,189519.98919260586,188965.9871167348
609,0.9997,0.9992,1644.631821843883,187931.73689182953,187471.33236077955
610,0.9995,0.9997,1644.631821843883,186380.29521759442,185882.4652785192
611,0.9999,0.999,1644.631821843883,184754.1388096315,184422.2557123877
612,0.9996,0.9991,1661.0781400623218,183182.78009982753,182942.2719352856
613,0.9991,0.999,1661.0781400623218,181685.21865655613,181462.65645167496
614,0.9998,0.9991,1661.0781400623218,180060.1525470032,179963.54550256496
615,0.9996,0.9992,1661.0781400623218,178470.46259197767,178445.22354133573
616,0.9997,0.9993,1661.0781400623218,176862.44318487082,176907.980987965
617,0.9997,0.999,1661.0781400623218,175253.94122717666,175422.32517307578
618,0.9998,0.9992,1661.0781400623218,173627.58860483533,173900.36732687498
619,0.999,0.9997,1661.0781400623218,172138.6491138869,172290.9764797566
620,0.9992,0.9998,1661.0781400623218,170614.06222360348,170664.03114592345
621,0.9996,0.9996,1661.0781400623218,169020.59232046935,169070.58123835648
622,0.999,0.9996,1661.0781400623218,167527.04122162866,167476.49369577246
623,0.9996,0.9993,1661.0781400623218,165932.33601597275,165931.5676530673
624,0.9994,0.9996,1677.688921462945,164369.87980379272,164336.22400260603
625,0.999,0.9994,1677.688921462945,162855.04592825804,162756.18879441975
626,0.9992,0.9992,1677.688921462945,161306.4021284979,161207.46584563333
627,0.9994,0.9992,1677.688921462945,159724.54793579644,159657.5029265116
628,0.9995,0.999,1677.688921462945,158125.92197532114,158137.95195700566
629,0.9997,0.9994,1677.688921462945,156495.18160834067,156554.19555287444
630,0.9992,0.9995,1677.688921462945,154941.44584355256,154953.9836232231
631,0.9991,0.9995,1677.688921462945,153401.81855879253,153352.9711873538
632,0.999,0.9995,1677.688921462945,151876.00564297254,151751.15784481325
633,0.9991,0.9999,1677.688921462945,150333.6169767887,150088.47777112742
634,0.999,0.9996,1677.688921462945,148804.73278811388,148470.17692043263
635,0.9993,0.9997,1677.688921462945,147230.104940109,146836.53896065787
636,0.9997,0.9995,1694.4658106775744,145596.09484710018,145231.46577208096
637,0.9998,0.9991,1694.4658106775744,143930.4151194465,143666.29963107136
638,0.9996,0.9998,1694.4658106775744,142292.86645535106,142000.23386716723
639,0.9996,0.9997,1694.4658106775744,140654.66250967738,140347.87241821512
640,0.9999,0.9993,1694.4658106775744,138974.09410841065,138750.53197992351
641,0.9997,0.9996,1694.4658106775744,137320.8245450966,137110.91053345933
642,0.9993,0.9999,1694.4658106775744,135721.36368900136,135429.98772155392
643,0.9991,0.9992,1694.4658106775744,134147.6307459952,133842.5959876665
644,0.9996,0.9996,1694.4658106775744,132506.16740227854,132201.0105812214
645,0.9996,0.9999,1694.4658106775744,130864.04721048515,130519.59673021684
646,0.9995,0.9999,1694.4658106775744,129234.19849905709,128838.01472101136
647,0.9998,0.9994,1694.4658106775744,127565.24573752702,127219.8808388371
648,0.9997,0.9991,1711.41046878435,125908.55249259721,125638.4896688615
649,0.9993,0.9998,1711.41046878435,124284.1409224586,123951.86957399195
650,0.9998,0.9993,1711.41046878435,122597.24990365497,122326.08736636405
651,0.9999,0.9999,1711.41046878435,120897.9292277934,120626.73957153685
652,0.9999,0.9996,1711.41046878435,119198.43860286934,118962.91426845988
653,0.9996,0.9991,1711.41046878435,117534.0417507853,117357.12521236666
654,0.9997,0.9996,1711.41046878435,115857.38849855051,115691.99154019839
655,0.9993,0.9991,1711.41046878435,114225.93618509574,114083.25600181568
656,0.9994,0.9996,1711.41046878435,112582.07496128816,112416.81225793449
657,0.9992,0.9996,1711.41046878435,110959.43203813433,110749.70166981807
658,0.9994,0.9997,1711.41046878435,109313.6097351911,109071.01250478515
659,0.9999,0.9998,1711.41046878435,107612.96056246299,107381.07825165112
660,0.9994,0.9995,1728.5245734721937,105965.12917118135,105722.52904739046
661,0.9995,0.9991,1728.5245734721937,104288.74897219524,104087.68338896833
662,0.9993,0.9995,1728.5245734721937,102632.06684551491,102410.36399749487
663,0.9992,0.9998,1728.5245734721937,100984.32973583139,100701.97981998668
664,0.9995,0.9991,1728.5245734721937,99305.45789130483,99062.61159695174
665,0.9999,0.9993,1728.5245734721937,97586.69198703134,97402.2686115076
666,0.9999,0.9997,1728.5245734721937,95867.75418897804,95702.45477446774
667,0.9996,0.9991,1728.5245734721937,94176.9003756561,94058.58292562861
668,0.9994,0.9991,1728.5245734721937,92503.87812906134,92413.23025938986
669,0.9996,0.9998,1728.5245734721937,90811.67822687989,90702.8462551687
670,0.9992,0.9994,1728.5245734721937,89154.47723519585,89027.73832469132
671,0.9998,0.999,1728.5245734721937,87443.44134999365,87386.6003515707
672,0.9995,0.9991,1745.8098192069156,85757.79567435863,85735.23749184115
673,0.9994,0.9996,1745.8098192069156,84062.4233091372,84023.03688738919
674,0.9996,0.9993,1745.8098192069156,82349.55331125479,82334.86147121212
675,0.9994,0.9996,1745.8098192069156,80652.13477291162,80621.30017207403
676,0.9996,0.9998,1745.8098192069156,78937.9001137502,78891.26860658843
677,0.999,0.9996,1745.8098192069156,77269.35965419748,77176.32931910917
678,0.9997,0.999,1745.8098192069156,75546.21369910029,75506.02552542767
679,0.999,0.9995,1745.8098192069156,73874.27815805143,73797.11426335243
680,0.9996,0.9995,1745.8098192069156,72157.33127135305,72087.34811820461
681,0.9991,0.9993,1745.8098192069156,70474.94890616168,70390.81186730482
682,0.9991,0.999,1745.8098192069156,68791.05103288435,68713.71576386176
683,0.9995,0.9999,1745.8098192069156,67078.78060397942,66974.60340499535
684,0.9996,0.9993,1763.2679173989848,65359.11443054472,65274.4857257965
685,0.9993,0.9994,1763.2679173989848,63640.394789498394,63549.347416847624
686,0.9998,0.9994,1763.2679173989848,61889.504773054025,61823.17340349074
687,0.9998,0.9994,1763.2679173989848,60138.26450855675,60095.96306393012
688,0.9993,0.9993,1763.2679173989848,58415.887712556556,58373.556636176465
689,0.9992,0.9998,1763.2679173989848,56697.97817769973,56621.61304138576
690,0.9995,0.9992,1763.2679173989848,54962.191355978735,54902.26693753681
691,0.9998,0.9991,1763.2679173989848,53209.56535165008,53186.86720061839
692,0.9996,0.9992,1763.2679173989848,51466.88418792627,51464.77110009949
693,0.9997,0.9995,1763.2679173989848,49718.53183007631,49726.36636588345
694,0.9996,0.9995,1763.2679173989848,47974.45369415499,47987.09199448171
695,0.9994,0.9996,1763.2679173989848,46238.929134236554,46242.32100548492
696,0.9995,0.999,1780.9005965729746,44497.91017192353,44523.57666475069
697,0.9993,0.9995,1780.9005965729746,42746.9324280502,42764.05809722633
698,0.9992,0.9997,1780.9005965729746,40998.83089619418,40995.4561374946
699,0.9992,0.999,1780.9005965729746,39249.32976343195,39253.8093502719
700,0.9999,0.9996,1780.9005965729746,37472.17638449743,37487.90391526503
701,0.9993,0.9999,1780.9005965729746,35716.27718195182,35710.57437612967
702,0.9998,0.9994,1780.9005965729746,33942.16501838252,33950.0438058402
703,0.9996,0.9991,1780.9005965729746,32174.13407543972,32198.121518633994
704,0.9999,0.9999,1780.9005965729746,30396.273106177363,30420.262948355856
705,0.9993,0.9999,1780.9005965729746,28635.41730171559,28642.226574440327
706,0.9991,0.9993,1780.9005965729746,26878.707541930355,26880.142077321478
707,0.9993,0.9994,1780.9005965729746,25115.387716759113,25114.310066788577
708,0.9999,0.9999,1798.7096025387043,23336.820802266364,23335.743044520055
709,0.9997,0.9997,1798.7096025387043,21544.57457209929,21543.49649092863
710,0.9999,0.9996,1798.7096025387043,19747.83975353594,19752.687963575354
711,0.9997,0.9991,1798.7096025387043,17954.51650594902,17970.151497384297
712,0.9994,0.9995,1798.7096025387043,16165.506207134598,16179.531660675928
713,0.9995,0.9998,1798.7096025387043,14373.983596394091,14383.698797896803
714,0.9991,0.9996,1798.7096025387043,12586.601935597426,12590.025205440275
715,0.9997,0.9991,1798.7096025387043,10791.12967196031,10801.036535783778
716,0.9991,0.9997,1798.7096025387043,9000.520537905722,9005.028441777607
717,0.9992,0.9998,1798.7096025387043,7207.576996964591,7207.760391317167
718,0.9999,0.9997,1798.7096025387043,5409.4083352594125,5410.673990975755
719,0.9992,0.9995,1798.7096025387043,3613.5896044042315,3613.771274074088
720,0.999,0.9991,1816.6966985640913,1816.6966985640913,1816.6966985640913
