t,my_independent_variable,interest,principal,balance,c,b,a
315,630.0,-300.24123183222076,1300.2412318322208,-301541.473064053,1.0,1.0,1.0
316,632.0,-301.541473064053,1301.541473064053,-302843.01453711704,1.0,1.0,1.0
317,634.0,-302.843014537117,1302.8430145371171,-304145.85755165416,1.0,1.0,1.0
318,636.0,-304.14585755165416,1304.1458575516542,-305450.0034092058,1.0,1.0,1.0
319,638.0,-305.4500034092058,1305.4500034092057,-306755.45341261505,1.0,1.0,1.0
320,640.0,-306.75545341261505,1306.755453412615,-308062.20886602765,1.0,1.0,1.0
321,642.0,-308.0622088660277,1308.0622088660277,-309370.27107489365,1.0,1.0,1.0
322,644.0,-309.37027107489365,1309.3702710748937,-310679.6413459685,1.0,1.0,1.0
323,646.0,-310.67964134596855,1310.6796413459685,-311990.3209873145,1.0,1.0,1.0
324,648.0,-311.99032098731453,1311.9903209873146,-313302.3113083018,1.0,1.0,1.0
325,650.0,-313.3023113083018,1313.3023113083018,-314615.6136196101,1.0,1.0,1.0
326,652.0,-314.6156136196101,1314.61561361961,-315930.2292332297,1.0,1.0,1.0
327,654.0,-315.93022923322974,1315.9302292332297,-317246.15946246294,1.0,1.0,1.0
328,656.0,-317.24615946246297,1317.2461594624629,-318563.4056219254,1.0,1.0,1.0
329,658.0,-318.5634056219254,1318.5634056219255,-319881.96902754734,1.0,1.0,1.0
330,660.0,-319.88196902754737,1319.8819690275473,-321201.8509965749,1.0,1.0,1.0
331,662.0,-321.20185099657493,1321.2018509965749,-322523.0528475715,1.0,1.0,1.0
332,664.0,-322.5230528475715,1322.5230528475715,-323845.5759004191,1.0,1.0,1.0
333,666.0,-323.8455759004191,1323.8455759004191,-325169.4214763195,1.0,1.0,1.0
334,668.0,-325.1694214763195,1325.1694214763195,-326494.5908977958,1.0,1.0,1.0
335,670.0,-326.49459089779583,1326.494590897796,-327821.0854886936,1.0,1.0,1.0
336,672.0,-327.8210854886936,1327.8210854886936,-329148.9065741823,1.0,1.0,1.0
337,674.0,-329.1489065741823,1329.1489065741823,-330478.0554807565,1.0,1.0,1.0
338,676.0,-330.4780554807565,1330.4780554807564,-331808.53353623726,1.0,1.0,1.0
339,678.0,-331.8085335362373,1331.8085335362373,-333140.34206977347,1.0,1.0,1.0
340,680.0,-333.14034206977345,1333.1403420697734,-334473.48241184326,1.0,1.0,1.0
341,682.0,-334.4734824118433,1334.4734824118432,-335807.9558942551,1.0,1.0,1.0
342,684.0,-335.8079558942551,1335.807955894255,-337143.76385014935,1.0,1.0,1.0
343,686.0,-337.14376385014936,1337.1437638501493,-338480.9076139995,1.0,1.0,1.0
344,688.0,-338.48090761399953,1338.4809076139995,-339819.3885216135,1.0,1.0,1.0
345,690.0,-339.8193885216135,1339.8193885216135,-341159.2079101351,1.0,1.0,1.0
346,692.0,-341.1592079101351,1341.1592079101351,-342500.3671180452,1.0,1.0,1.0
347,694.0,-342.50036711804523,1342.5003671180452,-343842.86748516327,1.0,1.0,1.0
348,696.0,-343.84286748516325,1343.8428674851632,-345186.71035264846,1.0,1.0,1.0
349,698.0,-345.18671035264845,1345.1867103526483,-346531.8970630011,1.0,1.0,1.0
350,700.0,-346.5318970630011,1346.531897063001,-347878.42896006414,1.0,1.0,1.0
351,702.0,-347.8784289600641,1347.8784289600642,-349226.3073890242,1.0,1.0,1.0
352,704.0,-349.2263073890242,1349.2263073890242,-350575.5336964132,1.0,1.0,1.0
353,706.0,-350.57553369641323,1350.5755336964132,-351926.1092301096,1.0,1.0,1.0
354,708.0,-351.9261092301096,1351.9261092301097,-353278.0353393397,1.0,1.0,1.0
355,710.0,-353.2780353393397,1353.2780353393396,-354631.313374679,1.0,1.0,1.0
356,712.0,-354.631313374679,1354.631313374679,-355985.9446880537,1.0,1.0,1.0
357,714.0,-355.9859446880537,1355.9859446880537,-357341.9306327417,1.0,1.0,1.0
358,716.0,-357.3419306327417,1357.3419306327417,-358699.2725633745,1.0,1.0,1.0
359,718.0,-358.6992725633745,1358.6992725633745,-360057.9718359379,1.0,1.0,1.0
360,720.0,-360.0579718359379,1360.057971835938,-361418.0298077738,1.0,1.0,1.0
361,722.0,-361.41802980777385,1361.4180298077738,-362779.4478375816,1.0,1.0,1.0
362,724.0,-362.77944783758164,1362.7794478375818,-364142.2272854192,1.0,1.0,1.0
363,726.0,-364.1422272854192,1364.1422272854193,-365506.3695127046,1.0,1.0,1.0
364,728.0,-365.5063695127046,1365.5063695127046,-366871.8758822173,1.0,1.0,1.0
365,730.0,-366.8718758822173,1366.8718758822174,-368238.7477580995,1.0,1.0,1.0
366,732.0,-368.2387477580995,1368.2387477580996,-369606.9865058576,1.0,1.0,1.0
367,734.0,-369.6069865058576,1369.6069865058575,-370976.59349236346,1.0,1.0,1.0
368,736.0,-370.97659349236346,1370.9765934923635,-372347.57008585584,1.0,1.0,1.0
369,738.0,-372.34757008585586,1372.3475700858558,-373719.9176559417,1.0,1.0,1.0
370,740.0,-373.7199176559417,1373.7199176559416,-375093.6375735976,1.0,1.0,1.0
371,742.0,-375.0936375735976,1375.0936375735976,-376468.7312111712,1.0,1.0,1.0
372,744.0,-376.4687312111712,1376.4687312111712,-377845.19994238234,1.0,1.0,1.0
373,746.0,-377.84519994238235,1377.8451999423824,-379223.0451423247,1.0,1.0,1.0
374,748.0,-379.2230451423247,1379.2230451423247,-380602.268187467,1.0,1.0,1.0
375,750.0,-380.602268187467,1380.602268187467,-381982.87045565445,1.0,1.0,1.0
376,752.0,-381.98287045565445,1381.9828704556544,-383364.8533261101,1.0,1.0,1.0
377,754.0,-383.3648533261101,1383.36485332611,-384748.2181794362,1.0,1.0,1.0
378,756.0,-384.7482181794362,1384.7482181794362,-386132.9663976157,1.0,1.0,1.0
379,758.0,-386.1329663976157,1386.1329663976157,-387519.0993640133,1.0,1.0,1.0
380,760.0,-387.5190993640133,1387.5190993640133,-388906.6184633773,1.0,1.0,1.0
381,762.0,-388.9066184633773,1388.9066184633773,-390295.5250818407,1.0,1.0,1.0
382,764.0,-390.2955250818407,1390.2955250818407,-391685.82060692256,1.0,1.0,1.0
383,766.0,-391.68582060692256,1391.6858206069226,-393077.5064275295,1.0,1.0,1.0
384,768.0,-393.0775064275295,1393.0775064275294,-394470.58393395704,1.0,1.0,1.0
385,770.0,-394.4705839339571,1394.4705839339572,-395865.05451789097,1.0,1.0,1.0
386,772.0,-395.865054517891,1395.865054517891,-397260.91957240883,1.0,1.0,1.0
387,774.0,-397.26091957240885,1397.260919572409,-398658.1804919813,1.0,1.0,1.0
388,776.0,-398.6581804919813,1398.6581804919813,-400056.83867247327,1.0,1.0,1.0
389,778.0,-400.0568386724733,1400.0568386724733,-401456.89551114576,1.0,1.0,1.0
390,780.0,-401.4568955111458,1401.4568955111458,-402858.3524066569,1.0,1.0,1.0
391,782.0,-402.8583524066569,1402.8583524066569,-404261.21075906354,1.0,1.0,1.0
392,784.0,-404.26121075906354,1404.2612107590635,-405665.4719698226,1.0,1.0,1.0
393,786.0,-405.6654719698226,1405.6654719698226,-407071.1374417924,1.0,1.0,1.0
394,788.0,-407.0711374417924,1407.0711374417924,-408478.2085792342,1.0,1.0,1.0
395,790.0,-408.4782085792342,1408.4782085792342,-409886.68678781344,1.0,1.0,1.0
396,792.0,-409.88668678781346,1409.8866867878135,-411296.57347460126,1.0,1.0,1.0
397,794.0,-411.29657347460125,1411.2965734746012,-412707.87004807586,1.0,1.0,1.0
398,796.0,-412.70787004807585,1412.7078700480758,-414120.5779181239,1.0,1.0,1.0
399,798.0,-414.12057791812396,1414.120577918124,-415534.69849604205,1.0,1.0,1.0
400,800.0,-415.53469849604204,1415.534698496042,-416950.2331945381,1.0,1.0,1.0
401,802.0,-416.9502331945381,1416.9502331945382,-418367.1834277326,1.0,1.0,1.0
402,804.0,-418.36718342773264,1418.3671834277327,-419785.55061116035,1.0,1.0,1.0
403,806.0,-419.7855506111604,1419.7855506111605,-421205.3361617715,1.0,1.0,1.0
404,808.0,-421.2053361617715,1421.2053361617716,-422626.54149793327,1.0,1.0,1.0
405,810.0,-422.62654149793326,1422.6265414979332,-424049.1680394312,1.0,1.0,1.0
406,812.0,-424.0491680394312,1424.0491680394312,-425473.2172074706,1.0,1.0,1.0
407,814.0,-425.4732172074706,1425.4732172074705,-426898.6904246781,1.0,1.0,1.0
408,816.0,-426.8986904246781,1426.898690424678,-428325.5891151028,1.0,1.0,1.0
409,818.0,-428.3255891151028,1428.3255891151027,-429753.91470421787,1.0,1.0,1.0
410,820.0,-429.7539147042179,1429.753914704218,-431183.66861892206,1.0,1.0,1.0
411,822.0,-431.18366861892207,1431.1836686189222,-432614.85228754097,1.0,1.0,1.0
412,824.0,-432.614852287541,1432.614852287541,-434047.4671398285,1.0,1.0,1.0
413,826.0,-434.0474671398285,1434.0474671398285,-435481.5146069683,1.0,1.0,1.0
414,828.0,-435.48151460696835,1435.4815146069684,-436916.9961215753,1.0,1.0,1.0
415,830.0,-436.9169961215753,1436.9169961215753,-438353.9131176969,1.0,1.0,1.0
416,832.0,-438.3539131176969,1438.353913117697,-439792.2670308146,1.0,1.0,1.0
417,834.0,-439.7922670308146,1439.7922670308146,-441232.0592978454,1.0,1.0,1.0
418,836.0,-441.2320592978454,1441.2320592978454,-442673.29135714326,1.0,1.0,1.0
419,838.0,-442.6732913571433,1442.6732913571432,-444115.9646485004,1.0,1.0,1.0
420,840.0,-444.1159646485004,1444.1159646485003,-445560.08061314886,1.0,1.0,1.0
421,842.0,-445.5600806131489,1445.5600806131488,-447005.640693762,1.0,1.0,1.0
422,844.0,-447.005640693762,1447.005640693762,-448452.64633445576,1.0,1.0,1.0
423,846.0,-448.4526463344558,1448.4526463344557,-449901.09898079024,1.0,1.0,1.0
424,848.0,-449.90109898079027,1449.9010989807903,-451351.00007977104,1.0,1.0,1.0
425,850.0,-451.35100007977104,1451.351000079771,-452802.3510798508,1.0,1.0,1.0
426,852.0,-452.80235107985084,1452.8023510798507,-454255.15343093063,1.0,1.0,1.0
427,854.0,-454.25515343093065,1454.2551534309307,-455709.40858436155,1.0,1.0,1.0
428,856.0,-455.70940858436154,1455.7094085843614,-457165.1179929459,1.0,1.0,1.0
429,858.0,-457.1651179929459,1457.1651179929459,-458622.28311093885,1.0,1.0,1.0
430,860.0,-458.62228311093884,1458.622283110939,-460080.90539404977,1.0,1.0,1.0
431,862.0,-460.08090539404975,1460.0809053940498,-461540.9862994438,1.0,1.0,1.0
432,864.0,-461.54098629944383,1461.5409862994438,-463002.5272857433,1.0,1.0,1.0
433,866.0,-463.00252728574327,1463.0025272857433,-464465.529813029,1.0,1.0,1.0
434,868.0,-464.465529813029,1464.465529813029,-465929.995342842,1.0,1.0,1.0
435,870.0,-465.929995342842,1465.929995342842,-467395.92533818487,1.0,1.0,1.0
436,872.0,-467.3959253381849,1467.395925338185,-468863.3212635231,1.0,1.0,1.0
437,874.0,-468.86332126352306,1468.8633212635232,-470332.1845847866,1.0,1.0,1.0
438,876.0,-470.3321845847866,1470.3321845847865,-471802.5167693714,1.0,1.0,1.0
439,878.0,-471.80251676937144,1471.8025167693713,-473274.3192861408,1.0,1.0,1.0
440,880.0,-473.2743192861408,1473.2743192861408,-474747.59360542696,1.0,1.0,1.0
441,882.0,-474.74759360542697,1474.747593605427,-476222.3411990324,1.0,1.0,1.0
442,884.0,-476.22234119903237,1476.2223411990324,-477698.56354023144,1.0,1.0,1.0
443,886.0,-477.6985635402314,1477.6985635402314,-479176.2621037717,1.0,1.0,1.0
444,888.0,-479.1762621037717,1479.1762621037717,-480655.43836587545,1.0,1.0,1.0
445,890.0,-480.65543836587545,1480.6554383658754,-482136.09380424133,1.0,1.0,1.0
446,892.0,-482.13609380424134,1482.1360938042412,-483618.2298980456,1.0,1.0,1.0
447,894.0,-483.6182298980456,1483.6182298980457,-485101.84812794364,1.0,1.0,1.0
448,896.0,-485.10184812794364,1485.1018481279436,-486586.9499760716,1.0,1.0,1.0
449,898.0,-486.5869499760716,1486.5869499760715,-488073.53692604764,1.0,1.0,1.0
450,900.0,-488.07353692604767,1488.0735369260476,-489561.6104629737,1.0,1.0,1.0
451,902.0,-489.5616104629737,1489.5616104629737,-491051.17207343667,1.0,1.0,1.0
452,904.0,-491.0511720734367,1491.0511720734366,-492542.22324551013,1.0,1.0,1.0
453,906.0,-492.5422232455101,1492.54222324551,-494034.7654687556,1.0,1.0,1.0
454,908.0,-494.0347654687556,1494.0347654687557,-495528.80023422436,1.0,1.0,1.0
455,910.0,-495.5288002342244,1495.5288002342245,-497024.32903445855,1.0,1.0,1.0
456,912.0,-497.02432903445856,1497.0243290344586,-498521.353363493,1.0,1.0,1.0
457,914.0,-498.521353363493,1498.521353363493,-500019.87471685646,1.0,1.0,1.0
458,916.0,-500.01987471685646,1500.0198747168565,-501519.89459157333,1.0,1.0,1.0
459,918.0,-501.51989459157335,1501.5198945915733,-503021.4144861649,1.0,1.0,1.0
460,920.0,-503.02141448616493,1503.021414486165,-504524.4359006511,1.0,1.0,1.0
461,922.0,-504.5244359006511,1504.524435900651,-506028.96033655177,1.0,1.0,1.0
462,924.0,-506.0289603365518,1506.0289603365518,-507534.9892968883,1.0,1.0,1.0
463,926.0,-507.5349892968883,1507.5349892968884,-509042.52428618516,1.0,1.0,1.0
464,928.0,-509.04252428618514,1509.0425242861852,-510551.56681047135,1.0,1.0,1.0
465,930.0,-510.55156681047134,1510.5515668104713,-512062.1183772818,1.0,1.0,1.0
466,932.0,-512.0621183772819,1512.0621183772819,-513574.1804956591,1.0,1.0,1.0
467,934.0,-513.5741804956591,1513.5741804956592,-515087.75467615476,1.0,1.0,1.0
468,936.0,-515.0877546761548,1515.0877546761549,-516602.84243083093,1.0,1.0,1.0
469,938.0,-516.602842430831,1516.602842430831,-518119.44527326175,1.0,1.0,1.0
470,940.0,-518.1194452732618,1518.1194452732618,-519637.564718535,1.0,1.0,1.0
471,942.0,-519.637564718535,1519.637564718535,-521157.20228325354,1.0,1.0,1.0
472,944.0,-521.1572022832536,1521.1572022832536,-522678.3594855368,1.0,1.0,1.0
473,946.0,-522.6783594855368,1522.678359485537,-524201.03784502234,1.0,1.0,1.0
474,948.0,-524.2010378450224,1524.2010378450223,-525725.2388828674,1.0,1.0,1.0
475,950.0,-525.7252388828674,1525.7252388828674,-527250.9641217502,1.0,1.0,1.0
476,952.0,-527.2509641217503,1527.2509641217503,-528778.215085872,1.0,1.0,1.0
477,954.0,-528.778215085872,1528.778215085872,-530306.9933009578,1.0,1.0,1.0
478,956.0,-530.3069933009579,1530.3069933009579,-531837.3002942587,1.0,1.0,1.0
479,958.0,-531.8373002942587,1531.8373002942587,-533369.1375945531,1.0,1.0,1.0
480,960.0,-533.3691375945531,1533.3691375945532,-534902.5067321477,1.0,1.0,1.0
481,962.0,-534.9025067321477,1534.9025067321477,-536437.4092388798,1.0,1.0,1.0
482,964.0,-536.4374092388798,1536.4374092388798,-537973.8466481187,1.0,1.0,1.0
483,966.0,-537.9738466481188,1537.9738466481188,-539511.8204947668,1.0,1.0,1.0
484,968.0,-539.5118204947669,1539.5118204947669,-541051.3323152616,1.0,1.0,1.0
485,970.0,-541.0513323152616,1541.0513323152616,-542592.3836475769,1.0,1.0,1.0
486,972.0,-542.5923836475769,1542.5923836475768,-544134.9760312245,1.0,1.0,1.0
487,974.0,-544.1349760312245,1544.1349760312246,-545679.1110072557,1.0,1.0,1.0
488,976.0,-545.6791110072558,1545.6791110072559,-547224.790118263,1.0,1.0,1.0
489,978.0,-547.224790118263,1547.224790118263,-548772.0149083813,1.0,1.0,1.0
490,980.0,-548.7720149083813,1548.7720149083812,-550320.7869232896,1.0,1.0,1.0
491,982.0,-550.3207869232897,1550.3207869232897,-551871.1077102129,1.0,1.0,1.0
492,984.0,-551.871107710213,1551.871107710213,-553422.9788179231,1.0,1.0,1.0
493,986.0,-553.4229788179231,1553.4229788179232,-554976.4017967411,1.0,1.0,1.0
494,988.0,-554.9764017967411,1554.9764017967411,-556531.3781985379,1.0,1.0,1.0
495,990.0,-556.5313781985378,1556.5313781985378,-558087.9095767364,1.0,1.0,1.0
496,992.0,-558.0879095767364,1558.0879095767364,-559645.9974863131,1.0,1.0,1.0
497,994.0,-559.6459974863131,1559.6459974863133,-561205.6434837994,1.0,1.0,1.0
498,996.0,-561.2056434837995,1561.2056434837996,-562766.8491272832,1.0,1.0,1.0
499,998.0,-562.7668491272832,1562.7668491272832,-564329.6159764105,1.0,1.0,1.0
500,1000.0,-564.3296159764104,1564.3296159764104,-565893.9455923869,1.0,1.0,1.0
501,1002.0,-565.8939455923869,1565.893945592387,-567459.8395379792,1.0,1.0,1.0
502,1004.0,-567.4598395379792,1567.4598395379792,-569027.2993775172,1.0,1.0,1.0
503,1006.0,-569.0272993775172,1569.0272993775172,-570596.3266768947,1.0,1.0,1.0
504,1008.0,-570.5963266768947,1570.5963266768947,-572166.9230035716,1.0,1.0,1.0
505,1010.0,-572.1669230035716,1572.1669230035716,-573739.0899265752,1.0,1.0,1.0
506,1012.0,-573.7390899265752,1573.7390899265752,-575312.8290165018,1.0,1.0,1.0
507,1014.0,-575.3128290165018,1575.3128290165018,-576888.1418455183,1.0,1.0,1.0
508,1016.0,-576.8881418455182,1576.8881418455182,-578465.0299873637,1.0,1.0,1.0
509,1018.0,-578.4650299873638,1578.4650299873638,-580043.4950173511,1.0,1.0,1.0
510,1020.0,-580.0434950173511,1580.0434950173512,-581623.5385123685,1.0,1.0,1.0
511,1022.0,-581.6235385123684,1581.6235385123684,-583205.1620508808,1.0,1.0,1.0
512,1024.0,-583.2051620508809,1583.205162050881,-584788.3672129317,1.0,1.0,1.0
513,1026.0,-584.7883672129318,1584.788367212932,-586373.1555801447,1.0,1.0,1.0
514,1028.0,-586.3731555801447,1586.3731555801446,-587959.5287357249,1.0,1.0,1.0
515,1030.0,-587.9595287357249,1587.959528735725,-589547.4882644606,1.0,1.0,1.0
516,1032.0,-589.5474882644606,1589.5474882644608,-591137.0357527251,1.0,1.0,1.0
517,1034.0,-591.1370357527251,1591.137035752725,-592728.1727884779,1.0,1.0,1.0
518,1036.0,-592.7281727884779,1592.7281727884779,-594320.9009612664,1.0,1.0,1.0
519,1038.0,-594.3209009612664,1594.3209009612665,-595915.2218622277,1.0,1.0,1.0
520,1040.0,-595.9152218622277,1595.9152218622276,-597511.1370840899,1.0,1.0,1.0
521,1042.0,-597.5111370840899,1597.51113708409,-599108.648221174,1.0,1.0,1.0
522,1044.0,-599.108648221174,1599.108648221174,-600707.7568693951,1.0,1.0,1.0
523,1046.0,-600.7077568693952,1600.7077568693953,-602308.4646262645,1.0,1.0,1.0
524,1048.0,-602.3084646262646,1602.3084646262646,-603910.7730908908,1.0,1.0,1.0
525,1050.0,-603.9107730908909,1603.9107730908909,-605514.6838639817,1.0,1.0,1.0
526,1052.0,-605.5146838639818,1605.5146838639816,-607120.1985478457,1.0,1.0,1.0
527,1054.0,-607.1201985478457,1607.1201985478456,-608727.3187463935,1.0,1.0,1.0
528,1056.0,-608.7273187463935,1608.7273187463934,-610336.0460651399,1.0,1.0,1.0
529,1058.0,-610.33604606514,1610.33604606514,-611946.382111205,1.0,1.0,1.0
530,1060.0,-611.946382111205,1611.946382111205,-613558.3284933162,1.0,1.0,1.0
531,1062.0,-613.5583284933163,1613.5583284933164,-615171.8868218095,1.0,1.0,1.0
532,1064.0,-615.1718868218095,1615.1718868218095,-616787.0587086313,1.0,1.0,1.0
533,1066.0,-616.7870587086313,1616.7870587086313,-618403.8457673399,1.0,1.0,1.0
534,1068.0,-618.4038457673399,1618.40384576734,-620022.2496131073,1.0,1.0,1.0
535,1070.0,-620.0222496131073,1620.0222496131073,-621642.2718627204,1.0,1.0,1.0
536,1072.0,-621.6422718627203,1621.6422718627205,-623263.9141345831,1.0,1.0,1.0
537,1074.0,-623.263914134583,1623.263914134583,-624887.1780487177,1.0,1.0,1.0
538,1076.0,-624.8871780487177,1624.8871780487177,-626512.0652267664,1.0,1.0,1.0
539,1078.0,-626.5120652267664,1626.5120652267665,-628138.5772919932,1.0,1.0,1.0
540,1080.0,-628.1385772919932,1628.1385772919932,-629766.7158692852,1.0,1.0,1.0
541,1082.0,-629.7667158692852,1629.7667158692852,-631396.4825851545,1.0,1.0,1.0
542,1084.0,-631.3964825851544,1631.3964825851544,-633027.8790677396,1.0,1.0,1.0
543,1086.0,-633.0278790677396,1633.0278790677396,-634660.9069468073,1.0,1.0,1.0
544,1088.0,-634.6609069468072,1634.6609069468072,-636295.567853754,1.0,1.0,1.0
545,1090.0,-636.295567853754,1636.2955678537542,-637931.8634216078,1.0,1.0,1.0
546,1092.0,-637.9318634216078,1637.9318634216079,-639569.7952850293,1.0,1.0,1.0
547,1094.0,-639.5697952850294,1639.5697952850294,-641209.3650803143,1.0,1.0,1.0
548,1096.0,-641.2093650803143,1641.2093650803145,-642850.5744453947,1.0,1.0,1.0
549,1098.0,-642.8505744453947,1642.8505744453946,-644493.4250198401,1.0,1.0,1.0
550,1100.0,-644.4934250198402,1644.4934250198403,-646137.9184448599,1.0,1.0,1.0
551,1102.0,-646.1379184448599,1646.13791844486,-647784.0563633047,1.0,1.0,1.0
552,1104.0,-647.7840563633048,1647.784056363305,-649431.840419668,1.0,1.0,1.0
553,1106.0,-649.431840419668,1649.4318404196679,-651081.2722600877,1.0,1.0,1.0
554,1108.0,-651.0812722600876,1651.0812722600876,-652732.3535323477,1.0,1.0,1.0
555,1110.0,-652.7323535323477,1652.7323535323476,-654385.08588588,1.0,1.0,1.0
556,1112.0,-654.38508588588,1654.38508588588,-656039.4709717659,1.0,1.0,1.0
557,1114.0,-656.0394709717659,1656.039470971766,-657695.5104427377,1.0,1.0,1.0
558,1116.0,-657.6955104427377,1657.6955104427377,-659353.2059531804,1.0,1.0,1.0
559,1118.0,-659.3532059531805,1659.3532059531803,-661012.5591591336,1.0,1.0,1.0
560,1120.0,-661.0125591591336,1661.0125591591336,-662673.5717182927,1.0,1.0,1.0
561,1122.0,-662.6735717182927,1662.6735717182928,-664336.2452900109,1.0,1.0,1.0
562,1124.0,-664.336245290011,1664.336245290011,-666000.5815353009,1.0,1.0,1.0
563,1126.0,-666.000581535301,1666.000581535301,-667666.5821168362,1.0,1.0,1.0
564,1128.0,-667.6665821168363,1667.6665821168363,-669334.2486989531,1.0,1.0,1.0
565,1130.0,-669.334248698953,1669.3342486989532,-671003.582947652,1.0,1.0,1.0
566,1132.0,-671.003582947652,1671.003582947652,-672674.5865305996,1.0,1.0,1.0
567,1134.0,-672.6745865305996,1672.6745865305998,-674347.2611171302,1.0,1.0,1.0
568,1136.0,-674.3472611171302,1674.34726111713,-676021.6083782472,1.0,1.0,1.0
569,1138.0,-676.0216083782473,1676.0216083782473,-677697.6299866255,1.0,1.0,1.0
570,1140.0,-677.6976299866255,1677.6976299866255,-679375.3276166122,1.0,1.0,1.0
571,1142.0,-679.3753276166123,1679.3753276166121,-681054.7029442288,1.0,1.0,1.0
572,1144.0,-681.0547029442288,1681.0547029442287,-682735.757647173,1.0,1.0,1.0
573,1146.0,-682.735757647173,1682.7357576471732,-684418.4934048202,1.0,1.0,1.0
574,1148.0,-684.4184934048202,1684.4184934048203,-686102.9118982251,1.0,1.0,1.0
575,1150.0,-686.1029118982251,1686.102911898225,-687789.0148101232,1.0,1.0,1.0
576,1152.0,-687.7890148101233,1687.7890148101233,-689476.8038249334,1.0,1.0,1.0
577,1154.0,-689.4768038249334,1689.4768038249335,-691166.2806287582,1.0,1.0,1.0
578,1156.0,-691.1662806287583,1691.1662806287582,-692857.446909387,1.0,1.0,1.0
579,1158.0,-692.857446909387,1692.857446909387,-694550.3043562964,1.0,1.0,1.0
580,1160.0,-694.5503043562965,1694.5503043562965,-696244.8546606527,1.0,1.0,1.0
581,1162.0,-696.2448546606527,1696.2448546606527,-697941.0995153134,1.0,1.0,1.0
582,1164.0,-697.9410995153135,1697.9410995153135,-699639.0406148287,1.0,1.0,1.0
583,1166.0,-699.6390406148287,1699.6390406148287,-701338.6796554435,1.0,1.0,1.0
584,1168.0,-701.3386796554436,1701.3386796554437,-703040.018335099,1.0,1.0,1.0
585,1170.0,-703.040018335099,1703.040018335099,-704743.0583534341,1.0,1.0,1.0
586,1172.0,-704.7430583534341,1704.7430583534342,-706447.8014117875,1.0,1.0,1.0
587,1174.0,-706.4478014117875,1706.4478014117876,-708154.2492131992,1.0,1.0,1.0
588,1176.0,-708.1542492131993,1708.1542492131994,-709862.4034624124,1.0,1.0,1.0
589,1178.0,-709.8624034624124,1709.8624034624124,-711572.2658658748,1.0,1.0,1.0
590,1180.0,-711.5722658658749,1711.572265865875,-713283.8381317407,1.0,1.0,1.0
591,1182.0,-713.2838381317407,1713.2838381317406,-714997.1219698724,1.0,1.0,1.0
592,1184.0,-714.9971219698724,1714.9971219698723,-716712.1190918422,1.0,1.0,1.0
593,1186.0,-716.7121190918422,1716.7121190918422,-718428.8312109341,1.0,1.0,1.0
594,1188.0,-718.428831210934,1718.428831210934,-720147.260042145,1.0,1.0,1.0
595,1190.0,-720.147260042145,1720.147260042145,-721867.4073021872,1.0,1.0,1.0
596,1192.0,-721.8674073021872,1721.867407302187,-723589.2747094893,1.0,1.0,1.0
597,1194.0,-723.5892747094894,1723.5892747094895,-725312.8639841988,1.0,1.0,1.0
598,1196.0,-725.3128639841988,1725.3128639841989,-727038.1768481829,1.0,1.0,1.0
599,1198.0,-727.038176848183,1727.038176848183,-728765.2150250311,1.0,1.0,1.0
600,1200.0,-728.7652150250311,1728.765215025031,-730493.9802400562,1.0,1.0,1.0
601,1202.0,-730.4939802400562,1730.4939802400563,-732224.4742202963,1.0,1.0,1.0
602,1204.0,-732.2244742202963,1732.2244742202963,-733956.6986945166,1.0,1.0,1.0
603,1206.0,-733.9566986945166,1733.9566986945165,-735690.655393211,1.0,1.0,1.0
604,1208.0,-735.690655393211,1735.690655393211,-737426.3460486042,1.0,1.0,1.0
605,1210.0,-737.4263460486043,1737.4263460486043,-739163.7723946528,1.0,1.0,1.0
606,1212.0,-739.1637723946528,1739.1637723946528,-740902.9361670475,1.0,1.0,1.0
607,1214.0,-740.9029361670475,1740.9029361670475,-742643.8391032146,1.0,1.0,1.0
608,1216.0,-742.6438391032145,1742.6438391032145,-744386.4829423177,1.0,1.0,1.0
609,1218.0,-744.3864829423178,1744.3864829423178,-746130.86942526,1.0,1.0,1.0
610,1220.0,-746.13086942526,1746.13086942526,-747877.0002946852,1.0,1.0,1.0
611,1222.0,-747.8770002946852,1747.8770002946853,-749624.87729498,1.0,1.0,1.0
612,1224.0,-749.62487729498,1749.62487729498,-751374.502172275,1.0,1.0,1.0
613,1226.0,-751.374502172275,1751.374502172275,-753125.8766744472,1.0,1.0,1.0
614,1228.0,-753.1258766744472,1753.1258766744472,-754879.0025511216,1.0,1.0,1.0
615,1230.0,-754.8790025511216,1754.8790025511216,-756633.8815536727,1.0,1.0,1.0
616,1232.0,-756.6338815536727,1756.6338815536728,-758390.5154352264,1.0,1.0,1.0
617,1234.0,-758.3905154352263,1758.3905154352265,-760148.9059506616,1.0,1.0,1.0
618,1236.0,-760.1489059506616,1760.1489059506616,-761909.0548566123,1.0,1.0,1.0
619,1238.0,-761.9090548566123,1761.9090548566123,-763670.963911469,1.0,1.0,1.0
620,1240.0,-763.670963911469,1763.670963911469,-765434.6348753804,1.0,1.0,1.0
621,1242.0,-765.4346348753804,1765.4346348753804,-767200.0695102558,1.0,1.0,1.0
622,1244.0,-767.2000695102558,1767.2000695102558,-768967.2695797661,1.0,1.0,1.0
623,1246.0,-768.9672695797661,1768.9672695797663,-770736.2368493458,1.0,1.0,1.0
624,1248.0,-770.7362368493459,1770.736236849346,-772506.9730861952,1.0,1.0,1.0
