t,b,my_independent_variable,a,interest,principal,balance
326,7808.0,5216.0,7808.0,-2516.9249089568807,10516.924908956878,-2527441.8338658377
327,7832.0,5232.0,7832.0,-2527.441833865838,10527.441833865838,-2537969.2756997035
328,7856.0,5248.0,7856.0,-2537.9692756997033,10537.969275699703,-2548507.2449754034
329,7880.0,5264.0,7880.0,-2548.507244975404,10548.507244975406,-2559055.7522203787
330,7904.0,5280.0,7904.0,-2559.0557522203785,10559.055752220376,-2569614.8079725993
331,7928.0,5296.0,7928.0,-2569.6148079725995,10569.614807972599,-2580184.422780572
332,7952.0,5312.0,7952.0,-2580.184422780572,10580.184422780572,-2590764.6072033527
333,7976.0,5328.0,7976.0,-2590.7646072033526,10590.764607203353,-2601355.371810556
334,8000.0,5344.0,8000.0,-2601.355371810556,10601.355371810556,-2611956.7271823664
335,8024.0,5360.0,8024.0,-2611.9567271823666,10611.956727182367,-2622568.683909549
336,8048.0,5376.0,8048.0,-2622.568683909549,10622.568683909549,-2633191.252593458
337,8072.0,5392.0,8072.0,-2633.1912525934586,10633.191252593459,-2643824.443846052
338,8096.0,5408.0,8096.0,-2643.824443846052,10643.824443846052,-2654468.268289898
339,8120.0,5424.0,8120.0,-2654.4682682898983,10654.468268289898,-2665122.7365581878
340,8144.0,5440.0,8144.0,-2665.1227365581876,10665.122736558187,-2675787.859294746
341,8168.0,5456.0,8168.0,-2675.787859294746,10675.787859294745,-2686463.6471540406
342,8192.0,5472.0,8192.0,-2686.4636471540402,10686.463647154042,-2697150.1108011943
343,8216.0,5488.0,8216.0,-2697.150110801195,10697.150110801194,-2707847.260911996
344,8240.0,5504.0,8240.0,-2707.8472609119963,10707.847260911994,-2718555.108172908
345,8264.0,5520.0,8264.0,-2718.555108172908,10718.555108172908,-2729273.663281081
346,8288.0,5536.0,8288.0,-2729.2736632810806,10729.273663281083,-2740002.936944362
347,8312.0,5552.0,8312.0,-2740.002936944362,10740.002936944364,-2750742.939881306
348,8336.0,5568.0,8336.0,-2750.7429398813065,10750.742939881306,-2761493.6828211877
349,8360.0,5584.0,8360.0,-2761.493682821187,10761.493682821187,-2772255.176504009
350,8384.0,5600.0,8384.0,-2772.2551765040084,10772.25517650401,-2783027.431680513
351,8408.0,5616.0,8408.0,-2783.0274316805126,10783.027431680513,-2793810.4591121934
352,8432.0,5632.0,8432.0,-2793.8104591121937,10793.810459112194,-2804604.2695713053
353,8456.0,5648.0,8456.0,-2804.604269571306,10804.604269571306,-2815408.8738408764
354,8480.0,5664.0,8480.0,-2815.4088738408764,10815.408873840877,-2826224.2827147176
355,8504.0,5680.0,8504.0,-2826.224282714717,10826.224282714715,-2837050.506997432
356,8528.0,5696.0,8528.0,-2837.050506997432,10837.050506997432,-2847887.55750443
357,8552.0,5712.0,8552.0,-2847.8875575044294,10847.88755750443,-2858735.4450619337
358,8576.0,5728.0,8576.0,-2858.735445061934,10858.735445061933,-2869594.1805069963
359,8600.0,5744.0,8600.0,-2869.594180506996,10869.594180506996,-2880463.774687503
360,8624.0,5760.0,8624.0,-2880.4637746875032,10880.463774687503,-2891344.2384621906
361,8648.0,5776.0,8648.0,-2891.3442384621912,10891.34423846219,-2902235.582700653
362,8672.0,5792.0,8672.0,-2902.2355827006536,10902.235582700654,-2913137.8182833535
363,8696.0,5808.0,8696.0,-2913.1378182833537,10913.137818283356,-2924050.956101637
364,8720.0,5824.0,8720.0,-2924.050956101637,10924.050956101637,-2934975.007057738
365,8744.0,5840.0,8744.0,-2934.975007057739,10934.975007057741,-2945909.9820647957
366,8768.0,5856.0,8768.0,-2945.9099820647966,10945.909982064797,-2956855.892046861
367,8792.0,5872.0,8792.0,-2956.855892046861,10956.855892046862,-2967812.747938908
368,8816.0,5888.0,8816.0,-2967.8127479389077,10967.812747938908,-2978780.5606868463
369,8840.0,5904.0,8840.0,-2978.7805606868465,10978.780560686848,-2989759.341247533
370,8864.0,5920.0,8864.0,-2989.759341247533,10989.759341247533,-3000749.1005887804
371,8888.0,5936.0,8888.0,-3000.7491005887814,11000.749100588782,-3011749.849689369
372,8912.0,5952.0,8912.0,-3011.7498496893695,11011.74984968937,-3022761.599539059
373,8936.0,5968.0,8936.0,-3022.761599539059,11022.761599539059,-3033784.3611385976
374,8960.0,5984.0,8960.0,-3033.7843611385974,11033.784361138598,-3044818.145499736
375,8984.0,6000.0,8984.0,-3044.818145499736,11044.818145499738,-3055862.963645235
376,9008.0,6016.0,9008.0,-3055.8629636452356,11055.862963645237,-3066918.826608881
377,9032.0,6032.0,9032.0,-3066.9188266088813,11066.918826608879,-3077985.7454354903
378,9056.0,6048.0,9056.0,-3077.9857454354897,11077.985745435491,-3089063.7311809254
379,9080.0,6064.0,9080.0,-3089.0637311809255,11089.063731180926,-3100152.794912107
380,9104.0,6080.0,9104.0,-3100.1527949121064,11100.152794912106,-3111252.947707019
381,9128.0,6096.0,9128.0,-3111.2529477070184,11111.252947707018,-3122364.200654726
382,9152.0,6112.0,9152.0,-3122.364200654726,11122.364200654727,-3133486.564855381
383,9176.0,6128.0,9176.0,-3133.4865648553805,11133.48656485538,-3144620.051420236
384,9200.0,6144.0,9200.0,-3144.620051420236,11144.620051420236,-3155764.671471656
385,9224.0,6160.0,9224.0,-3155.764671471657,11155.764671471656,-3166920.4361431273
386,9248.0,6176.0,9248.0,-3166.9204361431284,11166.92043614313,-3178087.3565792707
387,9272.0,6192.0,9272.0,-3178.0873565792713,11178.087356579272,-3189265.4439358497
388,9296.0,6208.0,9296.0,-3189.2654439358503,11189.265443935848,-3200454.7093797857
389,9320.0,6224.0,9320.0,-3200.4547093797864,11200.454709379786,-3211655.164089166
390,9344.0,6240.0,9344.0,-3211.655164089166,11211.655164089168,-3222866.819253255
391,9368.0,6256.0,9368.0,-3222.866819253255,11222.866819253253,-3234089.686072509
392,9392.0,6272.0,9392.0,-3234.0896860725084,11234.089686072506,-3245323.7757585803
393,9416.0,6288.0,9416.0,-3245.3237757585807,11245.323775758581,-3256569.0995343397
394,9440.0,6304.0,9440.0,-3256.5690995343393,11256.56909953434,-3267825.668633874
395,9464.0,6320.0,9464.0,-3267.8256686338736,11267.825668633874,-3279093.4943025075
396,9488.0,6336.0,9488.0,-3279.0934943025068,11279.093494302508,-3290372.5877968105
397,9512.0,6352.0,9512.0,-3290.37258779681,11290.37258779681,-3301662.960384607
398,9536.0,6368.0,9536.0,-3301.6629603846077,11301.662960384607,-3312964.6233449914
399,9560.0,6384.0,9560.0,-3312.964623344992,11312.964623344991,-3324277.5879683364
400,9584.0,6400.0,9584.0,-3324.2775879683363,11324.277587968334,-3335601.8655563043
401,9608.0,6416.0,9608.0,-3335.6018655563053,11335.601865556308,-3346937.4674218604
402,9632.0,6432.0,9632.0,-3346.9374674218607,11346.93746742186,-3358284.4048892823
403,9656.0,6448.0,9656.0,-3358.2844048892835,11358.284404889286,-3369642.6892941715
404,9680.0,6464.0,9680.0,-3369.6426892941718,11369.64268929417,-3381012.331983466
405,9704.0,6480.0,9704.0,-3381.0123319834665,11381.012331983466,-3392393.34431545
406,9728.0,6496.0,9728.0,-3392.3933443154497,11392.393344315451,-3403785.7376597645
407,9752.0,6512.0,9752.0,-3403.7857376597644,11403.785737659766,-3415189.5233974243
408,9776.0,6528.0,9776.0,-3415.1895233974246,11415.189523397423,-3426604.712920822
409,9800.0,6544.0,9800.0,-3426.6047129208227,11426.60471292082,-3438031.3176337434
410,9824.0,6560.0,9824.0,-3438.0313176337436,11438.031317633744,-3449469.3489513765
411,9848.0,6576.0,9848.0,-3449.469348951377,11449.469348951376,-3460918.818300328
412,9872.0,6592.0,9872.0,-3460.918818300328,11460.918818300328,-3472379.737118628
413,9896.0,6608.0,9896.0,-3472.3797371186274,11472.379737118627,-3483852.116855747
414,9920.0,6624.0,9920.0,-3483.8521168557463,11483.852116855747,-3495335.968972602
415,9944.0,6640.0,9944.0,-3495.3359689726026,11495.335968972604,-3506831.3049415755
416,9968.0,6656.0,9968.0,-3506.8313049415747,11506.831304941576,-3518338.136246517
417,9992.0,6672.0,9992.0,-3518.338136246516,11518.338136246517,-3529856.474382763
418,10016.0,6688.0,10016.0,-3529.8564743827633,11529.856474382761,-3541386.330857146
419,10040.0,6704.0,10040.0,-3541.386330857146,11541.386330857145,-3552927.7171880035
420,10064.0,6720.0,10064.0,-3552.9277171880026,11552.927717188002,-3564480.644905191
421,10088.0,6736.0,10088.0,-3564.4806449051907,11564.48064490519,-3576045.1255500955
422,10112.0,6752.0,10112.0,-3576.045125550096,11576.045125550096,-3587621.170675646
423,10136.0,6768.0,10136.0,-3587.6211706756467,11587.621170675646,-3599208.791846321
424,10160.0,6784.0,10160.0,-3599.208791846322,11599.208791846322,-3610808.0006381683
425,10184.0,6800.0,10184.0,-3610.8080006381683,11610.808000638166,-3622418.808638807
426,10208.0,6816.0,10208.0,-3622.4188086388062,11622.418808638804,-3634041.2274474455
427,10232.0,6832.0,10232.0,-3634.0412274474447,11634.041227447447,-3645675.268674892
428,10256.0,6848.0,10256.0,-3645.675268674892,11645.675268674893,-3657320.943943567
429,10280.0,6864.0,10280.0,-3657.3209439435673,11657.320943943567,-3668978.2648875113
430,10304.0,6880.0,10304.0,-3668.978264887511,11668.978264887512,-3680647.243152398
431,10328.0,6896.0,10328.0,-3680.647243152398,11680.6472431524,-3692327.890395551
432,10352.0,6912.0,10352.0,-3692.3278903955506,11692.32789039555,-3704020.218285947
433,10376.0,6928.0,10376.0,-3704.020218285946,11704.020218285948,-3715724.2385042314
434,10400.0,6944.0,10400.0,-3715.7242385042327,11715.724238504232,-3727439.9627427356
435,10424.0,6960.0,10424.0,-3727.4399627427365,11727.439962742736,-3739167.402705479
436,10448.0,6976.0,10448.0,-3739.167402705479,11739.167402705481,-3750906.5701081837
437,10472.0,6992.0,10472.0,-3750.906570108185,11750.906570108185,-3762657.4766782927
438,10496.0,7008.0,10496.0,-3762.6574766782933,11762.65747667829,-3774420.134154971
439,10520.0,7024.0,10520.0,-3774.420134154971,11774.42013415497,-3786194.554289126
440,10544.0,7040.0,10544.0,-3786.1945542891262,11786.194554289126,-3797980.748843416
441,10568.0,7056.0,10568.0,-3797.9807488434158,11797.980748843416,-3809778.7295922595
442,10592.0,7072.0,10592.0,-3809.77872959226,11809.778729592259,-3821588.5083218515
443,10616.0,7088.0,10616.0,-3821.588508321852,11821.588508321849,-3833410.096830174
444,10640.0,7104.0,10640.0,-3833.4100968301727,11833.410096830175,-3845243.506927003
445,10664.0,7120.0,10664.0,-3845.2435069270036,11845.243506927001,-3857088.75043393
446,10688.0,7136.0,10688.0,-3857.0887504339303,11857.088750433932,-3868945.8391843652
447,10712.0,7152.0,10712.0,-3868.945839184365,11868.945839184365,-3880814.7850235486
448,10736.0,7168.0,10736.0,-3880.814785023548,11880.814785023551,-3892695.5998085733
449,10760.0,7184.0,10760.0,-3892.6955998085728,11892.695599808574,-3904588.295408382
450,10784.0,7200.0,10784.0,-3904.588295408382,11904.58829540838,-3916492.88370379
451,10808.0,7216.0,10808.0,-3916.4928837037887,11916.49288370379,-3928409.3765874943
452,10832.0,7232.0,10832.0,-3928.4093765874936,11928.409376587493,-3940337.78596408
453,10856.0,7248.0,10856.0,-3940.3377859640814,11940.337785964079,-3952278.1237500454
454,10880.0,7264.0,10880.0,-3952.2781237500453,11952.278123750046,-3964230.4018737944
455,10904.0,7280.0,10904.0,-3964.2304018737955,11964.230401873794,-3976194.632275668
456,10928.0,7296.0,10928.0,-3976.1946322756694,11976.194632275668,-3988170.826907944
457,10952.0,7312.0,10952.0,-3988.1708269079436,11988.170826907943,-4000158.9977348517
458,10976.0,7328.0,10976.0,-4000.1589977348517,12000.15899773485,-4012159.156732586
459,11000.0,7344.0,11000.0,-4012.1591567325877,12012.159156732585,-4024171.3158893203
460,11024.0,7360.0,11024.0,-4024.171315889319,12024.171315889322,-4036195.4872052083
461,11048.0,7376.0,11048.0,-4036.195487205209,12036.195487205208,-4048231.682692415
462,11072.0,7392.0,11072.0,-4048.2316826924143,12048.231682692414,-4060279.914375107
463,11096.0,7408.0,11096.0,-4060.2799143751067,12060.279914375105,-4072340.194289482
464,11120.0,7424.0,11120.0,-4072.340194289481,12072.340194289483,-4084412.5344837713
465,11144.0,7440.0,11144.0,-4084.4125344837707,12084.412534483768,-4096496.9470182545
466,11168.0,7456.0,11168.0,-4096.496947018255,12096.496947018255,-4108593.443965272
467,11192.0,7472.0,11192.0,-4108.593443965273,12108.593443965276,-4120702.037409238
468,11216.0,7488.0,11216.0,-4120.702037409238,12120.702037409239,-4132822.7394466475
469,11240.0,7504.0,11240.0,-4132.822739446648,12132.82273944665,-4144955.562186093
470,11264.0,7520.0,11264.0,-4144.955562186094,12144.955562186095,-4157100.5177482804
471,11288.0,7536.0,11288.0,-4157.10051774828,12157.10051774828,-4169257.618266028
472,11312.0,7552.0,11312.0,-4169.257618266028,12169.257618266029,-4181426.8758842945
473,11336.0,7568.0,11336.0,-4181.4268758842945,12181.426875884295,-4193608.302760179
474,11360.0,7584.0,11360.0,-4193.608302760179,12193.608302760178,-4205801.91106294
475,11384.0,7600.0,11384.0,-4205.801911062939,12205.80191106294,-4218007.712974002
476,11408.0,7616.0,11408.0,-4218.007712974002,12218.007712974002,-4230225.720686976
477,11432.0,7632.0,11432.0,-4230.225720686976,12230.225720686976,-4242455.946407662
478,11456.0,7648.0,11456.0,-4242.455946407663,12242.455946407661,-4254698.40235407
479,11480.0,7664.0,11480.0,-4254.698402354071,12254.69840235407,-4266953.1007564245
480,11504.0,7680.0,11504.0,-4266.953100756425,12266.953100756424,-4279220.053857181
481,11528.0,7696.0,11528.0,-4279.2200538571815,12279.22005385718,-4291499.2739110375
482,11552.0,7712.0,11552.0,-4291.4992739110385,12291.499273911038,-4303790.773184949
483,11576.0,7728.0,11576.0,-4303.790773184949,12303.790773184952,-4316094.5639581345
484,11600.0,7744.0,11600.0,-4316.094563958134,12316.094563958135,-4328410.658522093
485,11624.0,7760.0,11624.0,-4328.410658522093,12328.41065852209,-4340739.069180615
486,11648.0,7776.0,11648.0,-4340.739069180615,12340.739069180614,-4353079.808249795
487,11672.0,7792.0,11672.0,-4353.079808249796,12353.079808249795,-4365432.888058045
488,11696.0,7808.0,11696.0,-4365.432888058046,12365.432888058045,-4377798.320946104
489,11720.0,7824.0,11720.0,-4377.798320946103,12377.798320946105,-4390176.11926705
490,11744.0,7840.0,11744.0,-4390.17611926705,12390.176119267051,-4402566.295386317
491,11768.0,7856.0,11768.0,-4402.5662953863175,12402.56629538632,-4414968.8616817035
492,11792.0,7872.0,11792.0,-4414.968861681704,12414.968861681702,-4427383.830543385
493,11816.0,7888.0,11816.0,-4427.383830543385,12427.383830543387,-4439811.2143739285
494,11840.0,7904.0,11840.0,-4439.811214373928,12439.811214373929,-4452251.025588303
495,11864.0,7920.0,11864.0,-4452.251025588303,12452.251025588303,-4464703.276613891
496,11888.0,7936.0,11888.0,-4464.703276613891,12464.70327661389,-4477167.979890504
497,11912.0,7952.0,11912.0,-4477.167979890505,12477.167979890508,-4489645.147870395
498,11936.0,7968.0,11936.0,-4489.645147870396,12489.645147870397,-4502134.793018266
499,11960.0,7984.0,11960.0,-4502.1347930182665,12502.134793018266,-4514636.927811284
500,11984.0,8000.0,11984.0,-4514.636927811283,12514.636927811283,-4527151.564739094
501,12008.0,8016.0,12008.0,-4527.151564739095,12527.151564739093,-4539678.716303834
502,12032.0,8032.0,12032.0,-4539.6787163038325,12539.678716303835,-4552218.395020138
503,12056.0,8048.0,12056.0,-4552.218395020137,12552.21839502014,-4564770.613415158
504,12080.0,8064.0,12080.0,-4564.770613415159,12564.770613415156,-4577335.384028573
505,12104.0,8080.0,12104.0,-4577.335384028572,12577.335384028573,-4589912.719412602
506,12128.0,8096.0,12128.0,-4589.912719412601,12589.912719412603,-4602502.632132015
507,12152.0,8112.0,12152.0,-4602.502632132015,12602.502632132017,-4615105.134764146
508,12176.0,8128.0,12176.0,-4615.105134764147,12615.105134764146,-4627720.23989891
509,12200.0,8144.0,12200.0,-4627.72023989891,12627.72023989891,-4640347.960138809
510,12224.0,8160.0,12224.0,-4640.347960138809,12640.34796013881,-4652988.308098949
511,12248.0,8176.0,12248.0,-4652.988308098947,12652.98830809895,-4665641.296407047
512,12272.0,8192.0,12272.0,-4665.641296407047,12665.641296407048,-4678306.937703454
513,12296.0,8208.0,12296.0,-4678.306937703454,12678.306937703455,-4690985.244641158
514,12320.0,8224.0,12320.0,-4690.985244641158,12690.985244641155,-4703676.229885799
515,12344.0,8240.0,12344.0,-4703.6762298858,12703.676229885798,-4716379.906115685
516,12368.0,8256.0,12368.0,-4716.379906115685,12716.379906115688,-4729096.2860218
517,12392.0,8272.0,12392.0,-4729.0962860218,12729.0962860218,-4741825.382307823
518,12416.0,8288.0,12416.0,-4741.825382307823,12741.825382307825,-4754567.207690131
519,12440.0,8304.0,12440.0,-4754.567207690131,12754.567207690132,-4767321.774897821
520,12464.0,8320.0,12464.0,-4767.321774897821,12767.32177489782,-4780089.09667272
521,12488.0,8336.0,12488.0,-4780.089096672719,12780.089096672718,-4792869.185769393
522,12512.0,8352.0,12512.0,-4792.869185769392,12792.869185769392,-4805662.054955161
523,12536.0,8368.0,12536.0,-4805.662054955162,12805.66205495516,-4818467.717010117
524,12560.0,8384.0,12560.0,-4818.467717010117,12818.467717010119,-4831286.184727126
525,12584.0,8400.0,12584.0,-4831.286184727127,12831.286184727127,-4844117.470911854
526,12608.0,8416.0,12608.0,-4844.117470911854,12844.117470911851,-4856961.588382766
527,12632.0,8432.0,12632.0,-4856.9615883827655,12856.961588382765,-4869818.549971148
528,12656.0,8448.0,12656.0,-4869.818549971148,12869.818549971147,-4882688.3685211195
529,12680.0,8464.0,12680.0,-4882.6883685211205,12882.68836852112,-4895571.056889639
530,12704.0,8480.0,12704.0,-4895.57105688964,12895.57105688964,-4908466.62794653
531,12728.0,8496.0,12728.0,-4908.46662794653,12908.466627946531,-4921375.094574475
532,12752.0,8512.0,12752.0,-4921.375094574476,12921.375094574476,-4934296.469669051
533,12776.0,8528.0,12776.0,-4934.296469669051,12934.296469669049,-4947230.766138718
534,12800.0,8544.0,12800.0,-4947.230766138719,12947.230766138719,-4960177.996904858
535,12824.0,8560.0,12824.0,-4960.177996904858,12960.177996904858,-4973138.174901762
536,12848.0,8576.0,12848.0,-4973.138174901763,12973.138174901762,-4986111.313076665
537,12872.0,8592.0,12872.0,-4986.111313076664,12986.111313076663,-4999097.424389741
538,12896.0,8608.0,12896.0,-4999.097424389743,12999.09742438974,-5012096.521814131
539,12920.0,8624.0,12920.0,-5012.096521814131,13012.096521814134,-5025108.618335946
540,12944.0,8640.0,12944.0,-5025.108618335945,13025.108618335946,-5038133.726954281
541,12968.0,8656.0,12968.0,-5038.133726954282,13038.133726954284,-5051171.860681236
542,12992.0,8672.0,12992.0,-5051.171860681236,13051.171860681236,-5064223.032541917
543,13016.0,8688.0,13016.0,-5064.223032541916,13064.223032541919,-5077287.255574458
544,13040.0,8704.0,13040.0,-5077.287255574458,13077.287255574456,-5090364.542830032
545,13064.0,8720.0,13064.0,-5090.364542830032,13090.364542830035,-5103454.907372862
546,13088.0,8736.0,13088.0,-5103.454907372862,13103.454907372863,-5116558.362280235
547,13112.0,8752.0,13112.0,-5116.558362280236,13116.558362280235,-5129674.920642515
548,13136.0,8768.0,13136.0,-5129.674920642515,13129.674920642516,-5142804.595563157
549,13160.0,8784.0,13160.0,-5142.804595563158,13142.804595563155,-5155947.400158721
550,13184.0,8800.0,13184.0,-5155.947400158721,13155.947400158722,-5169103.347558879
551,13208.0,8816.0,13208.0,-5169.103347558878,13169.10334755888,-5182272.450906438
552,13232.0,8832.0,13232.0,-5182.272450906438,13182.272450906441,-5195454.723357343
553,13256.0,8848.0,13256.0,-5195.454723357344,13195.454723357341,-5208650.178080701
554,13280.0,8864.0,13280.0,-5208.650178080701,13208.650178080701,-5221858.828258782
555,13304.0,8880.0,13304.0,-5221.858828258782,13221.858828258784,-5235080.68708704
556,13328.0,8896.0,13328.0,-5235.08068708704,13235.080687087042,-5248315.767774127
557,13352.0,8912.0,13352.0,-5248.3157677741265,13248.315767774127,-5261564.083541901
558,13376.0,8928.0,13376.0,-5261.564083541903,13261.564083541902,-5274825.6476254435
559,13400.0,8944.0,13400.0,-5274.825647625444,13274.825647625445,-5288100.473273069
560,13424.0,8960.0,13424.0,-5288.100473273069,13288.100473273067,-5301388.573746341
561,13448.0,8976.0,13448.0,-5301.3885737463415,13301.388573746342,-5314689.962320088
562,13472.0,8992.0,13472.0,-5314.689962320088,13314.689962320088,-5328004.652282408
563,13496.0,9008.0,13496.0,-5328.004652282408,13328.00465228241,-5341332.65693469
564,13520.0,9024.0,13520.0,-5341.33265693469,13341.332656934686,-5354673.989591625
565,13544.0,9040.0,13544.0,-5354.673989591624,13354.673989591625,-5368028.663581216
566,13568.0,9056.0,13568.0,-5368.028663581216,13368.028663581212,-5381396.692244797
567,13592.0,9072.0,13592.0,-5381.396692244797,13381.3966922448,-5394778.088937041
568,13616.0,9088.0,13616.0,-5394.7780889370415,13394.778088937044,-5408172.867025978
569,13640.0,9104.0,13640.0,-5408.172867025977,13408.172867025978,-5421581.039893004
570,13664.0,9120.0,13664.0,-5421.581039893004,13421.581039893004,-5435002.6209328985
571,13688.0,9136.0,13688.0,-5435.002620932898,13435.002620932895,-5448437.62355383
572,13712.0,9152.0,13712.0,-5448.43762355383,13448.437623553826,-5461886.061177384
573,13736.0,9168.0,13736.0,-5461.886061177384,13461.886061177385,-5475347.947238562
574,13760.0,9184.0,13760.0,-5475.347947238561,13475.347947238564,-5488823.295185801
575,13784.0,9200.0,13784.0,-5488.823295185801,13488.823295185804,-5502312.118480987
576,13808.0,9216.0,13808.0,-5502.312118480986,13502.312118480986,-5515814.430599467
577,13832.0,9232.0,13832.0,-5515.8144305994665,13515.814430599467,-5529330.245030067
578,13856.0,9248.0,13856.0,-5529.330245030067,13529.330245030067,-5542859.575275096
579,13880.0,9264.0,13880.0,-5542.859575275097,13542.859575275097,-5556402.434850371
580,13904.0,9280.0,13904.0,-5556.402434850373,13556.402434850372,-5569958.837285222
581,13928.0,9296.0,13928.0,-5569.958837285222,13569.95883728522,-5583528.796122507
582,13952.0,9312.0,13952.0,-5583.528796122508,13583.52879612251,-5597112.324918629
583,13976.0,9328.0,13976.0,-5597.1123249186285,13597.112324918631,-5610709.437243549
584,14000.0,9344.0,14000.0,-5610.709437243548,13610.709437243551,-5624320.146680793
585,14024.0,9360.0,14024.0,-5624.320146680793,13624.320146680793,-5637944.466827474
586,14048.0,9376.0,14048.0,-5637.944466827473,13637.94446682747,-5651582.4112943
587,14072.0,9392.0,14072.0,-5651.5824112943,13651.582411294305,-5665233.993705594
588,14096.0,9408.0,14096.0,-5665.233993705594,13665.233993705595,-5678899.2276993
589,14120.0,9424.0,14120.0,-5678.8992276993,13678.899227699298,-5692578.126926998
590,14144.0,9440.0,14144.0,-5692.578126927,13692.578126926997,-5706270.7050539255
591,14168.0,9456.0,14168.0,-5706.270705053926,13706.270705053928,-5719976.975758978
592,14192.0,9472.0,14192.0,-5719.97697575898,13719.97697575898,-5733696.952734738
593,14216.0,9488.0,14216.0,-5733.696952734738,13733.696952734737,-5747430.649687473
594,14240.0,9504.0,14240.0,-5747.4306496874715,13747.430649687474,-5761178.08033716
595,14264.0,9520.0,14264.0,-5761.178080337159,13761.178080337162,-5774939.258417496
596,14288.0,9536.0,14288.0,-5774.939258417498,13774.939258417495,-5788714.1976759145
597,14312.0,9552.0,14312.0,-5788.714197675915,13788.714197675916,-5802502.91187359
598,14336.0,9568.0,14336.0,-5802.50291187359,13802.502911873595,-5816305.414785463
599,14360.0,9584.0,14360.0,-5816.305414785464,13816.30541478546,-5830121.720200249
600,14384.0,9600.0,14384.0,-5830.12172020025,13830.121720200246,-5843951.841920449
601,14408.0,9616.0,14408.0,-5843.951841920449,13843.951841920452,-5857795.79376237
602,14432.0,9632.0,14432.0,-5857.795793762371,13857.79579376237,-5871653.589556133
603,14456.0,9648.0,14456.0,-5871.653589556133,13871.653589556136,-5885525.243145688
604,14480.0,9664.0,14480.0,-5885.525243145689,13885.525243145688,-5899410.768388834
605,14504.0,9680.0,14504.0,-5899.410768388835,13899.410768388832,-5913310.179157222
606,14528.0,9696.0,14528.0,-5913.310179157223,13913.310179157224,-5927223.48933638
607,14552.0,9712.0,14552.0,-5927.223489336379,13927.22348933638,-5941150.7128257165
608,14576.0,9728.0,14576.0,-5941.150712825715,13941.150712825718,-5955091.863538542
609,14600.0,9744.0,14600.0,-5955.091863538542,13955.091863538544,-5969046.95540208
610,14624.0,9760.0,14624.0,-5969.046955402081,13969.04695540208,-5983016.002357482
611,14648.0,9776.0,14648.0,-5983.016002357481,13983.016002357484,-5996999.01835984
612,14672.0,9792.0,14672.0,-5996.999018359841,13996.99901835984,-6010996.0173782
613,14696.0,9808.0,14696.0,-6010.996017378201,14010.9960173782,-6025007.013395578
614,14720.0,9824.0,14720.0,-6025.007013395578,14025.007013395576,-6039032.020408973
615,14744.0,9840.0,14744.0,-6039.032020408973,14039.032020408977,-6053071.052429382
616,14768.0,9856.0,14768.0,-6053.071052429382,14053.071052429383,-6067124.123481811
617,14792.0,9872.0,14792.0,-6067.12412348181,14067.124123481814,-6081191.247605293
618,14816.0,9888.0,14816.0,-6081.191247605293,14081.191247605295,-6095272.438852899
619,14840.0,9904.0,14840.0,-6095.272438852899,14095.2724388529,-6109367.711291752
620,14864.0,9920.0,14864.0,-6109.367711291751,14109.367711291752,-6123477.0790030435
621,14888.0,9936.0,14888.0,-6123.477079003044,14123.477079003043,-6137600.556082047
622,14912.0,9952.0,14912.0,-6137.600556082048,14137.600556082047,-6151738.15663813
623,14936.0,9968.0,14936.0,-6151.738156638129,14151.738156638134,-6165889.894794768
624,14960.0,9984.0,14960.0,-6165.889894794767,14165.889894794764,-6180055.784689561
625,14984.0,10000.0,14984.0,-6180.055784689562,14180.055784689557,-6194235.84047425
626,15008.0,10016.0,15008.0,-6194.23584047425,14194.235840474254,-6208430.076314725
627,15032.0,10032.0,15032.0,-6208.430076314725,14208.430076314722,-6222638.50639104
628,15056.0,10048.0,15056.0,-6222.638506391041,14222.63850639104,-6236861.144897431
629,15080.0,10064.0,15080.0,-6236.8611448974325,14236.86114489743,-6251098.00604233
630,15104.0,10080.0,15104.0,-6251.09800604233,14251.09800604233,-6265349.104048371
631,15128.0,10096.0,15128.0,-6265.349104048371,14265.349104048368,-6279614.453152419
632,15152.0,10112.0,15152.0,-6279.61445315242,14279.61445315242,-6293894.067605572
633,15176.0,10128.0,15176.0,-6293.894067605573,14293.894067605575,-6308187.961673179
634,15200.0,10144.0,15200.0,-6308.1879616731785,14308.187961673177,-6322496.149634852
635,15224.0,10160.0,15224.0,-6322.496149634853,14322.496149634853,-6336818.645784488
636,15248.0,10176.0,15248.0,-6336.818645784487,14336.818645784486,-6351155.464430272
637,15272.0,10192.0,15272.0,-6351.155464430272,14351.155464430269,-6365506.619894702
638,15296.0,10208.0,15296.0,-6365.506619894702,14365.506619894702,-6379872.126514598
639,15320.0,10224.0,15320.0,-6379.872126514596,14379.8721265146,-6394251.998641112
640,15344.0,10240.0,15344.0,-6394.251998641113,14394.25199864111,-6408646.2506397525
641,15368.0,10256.0,15368.0,-6408.646250639753,14408.646250639753,-6423054.896890393
642,15392.0,10272.0,15392.0,-6423.054896890393,14423.054896890391,-6437477.951787285
643,15416.0,10288.0,15416.0,-6437.477951787283,14437.477951787283,-6451915.429739072
644,15440.0,10304.0,15440.0,-6451.915429739071,14451.915429739074,-6466367.34516881
645,15464.0,10320.0,15464.0,-6466.367345168809,14466.36734516881,-6480833.7125139795
