t,my_independent_variable,z,y,x,interest,principal,balance,c,b,a
212,4240000.0,9990000.0,9990000.0,120000.0,-1730430.5718833795,11730430.571883837,-1742161002.454904,20000.0,20000.0,20000.0
213,4260000.0,9990000.0,9990000.0,120000.0,-1742161.0024549458,11742161.002456745,-1753903163.4574728,20000.0,20000.0,20000.0
214,4280000.0,9990000.0,9990000.0,120000.0,-1753903.16345742,11753903.163459975,-1765657066.6212256,20000.0,20000.0,20000.0
215,4300000.0,9990000.0,9990000.0,120000.0,-1765657.066621222,11765657.066622093,-1777422723.6873786,20000.0,20000.0,20000.0
216,4320000.0,9990000.0,9990000.0,120000.0,-1777422.7236879983,11777422.72368932,-1789200146.411136,20000.0,20000.0,20000.0
217,4340000.0,9990000.0,9990000.0,120000.0,-1789200.1464117968,11789200.146409687,-1800989346.5573657,20000.0,20000.0,20000.0
218,4360000.0,9990000.0,9990000.0,120000.0,-1800989.3465577627,11800989.346559677,-1812790335.9038732,20000.0,20000.0,20000.0
219,4380000.0,9990000.0,9990000.0,120000.0,-1812790.3359040432,11812790.335902419,-1824603126.2399411,20000.0,20000.0,20000.0
220,4400000.0,9990000.0,9990000.0,120000.0,-1824603.1262400043,11824603.126240268,-1836427729.3663507,20000.0,20000.0,20000.0
221,4420000.0,9990000.0,9990000.0,120000.0,-1836427.7293667411,11836427.7293669,-1848264157.095518,20000.0,20000.0,20000.0
222,4440000.0,9990000.0,9990000.0,120000.0,-1848264.1570962258,11848264.157096468,-1860112421.2527623,20000.0,20000.0,20000.0
223,4460000.0,9990000.0,9990000.0,120000.0,-1860112.4212524872,11860112.421251936,-1871972533.6742377,20000.0,20000.0,20000.0
224,4480000.0,9990000.0,9990000.0,120000.0,-1871972.5336740124,11871972.533674264,-1883844506.208249,20000.0,20000.0,20000.0
225,4500000.0,9990000.0,9990000.0,120000.0,-1883844.5062075418,11883844.50620659,-1895728350.7137938,20000.0,20000.0,20000.0
226,4520000.0,9990000.0,9990000.0,120000.0,-1895728.3507142877,11895728.350711687,-1907624079.0651577,20000.0,20000.0,20000.0
227,4540000.0,9990000.0,9990000.0,120000.0,-1907624.079065231,11907624.079063844,-1919531703.1436303,20000.0,20000.0,20000.0
228,4560000.0,9990000.0,9990000.0,120000.0,-1919531.7031441622,11919531.703144288,-1931451234.8466535,20000.0,20000.0,20000.0
229,4580000.0,9990000.0,9990000.0,120000.0,-1931451.2348472674,11931451.234848538,-1943382686.0815504,20000.0,20000.0,20000.0
230,4600000.0,9990000.0,9990000.0,120000.0,-1943382.686081473,11943382.686079873,-1955326068.7683377,20000.0,20000.0,20000.0
231,4620000.0,9990000.0,9990000.0,120000.0,-1955326.0687674957,11955326.068768658,-1967281394.8368697,20000.0,20000.0,20000.0
232,4640000.0,9990000.0,9990000.0,120000.0,-1967281.3948364998,11967281.394837786,-1979248676.2313929,20000.0,20000.0,20000.0
233,4660000.0,9990000.0,9990000.0,120000.0,-1979248.6762319403,11979248.676230745,-1991227924.9073663,20000.0,20000.0,20000.0
234,4680000.0,9990000.0,9990000.0,120000.0,-1991227.9249076094,11991227.924910383,-2003219152.8325124,20000.0,20000.0,20000.0
235,4700000.0,9990000.0,9990000.0,120000.0,-2003219.1528328708,12003219.152833033,-2015222371.9857838,20000.0,20000.0,20000.0
236,4720000.0,9990000.0,9990000.0,120000.0,-2015222.371985998,12015222.371984579,-2027237594.3571308,20000.0,20000.0,20000.0
237,4740000.0,9990000.0,9990000.0,120000.0,-2027237.5943576985,12027237.594356373,-2039264831.951292,20000.0,20000.0,20000.0
238,4760000.0,9990000.0,9990000.0,120000.0,-2039264.831952189,12039264.831952656,-2051304096.7840924,20000.0,20000.0,20000.0
239,4780000.0,9990000.0,9990000.0,120000.0,-2051304.096783994,12051304.096784366,-2063355400.8811471,20000.0,20000.0,20000.0
240,4800000.0,9990000.0,9990000.0,120000.0,-2063355.4008808131,12063355.400879264,-2075418756.2818289,20000.0,20000.0,20000.0
241,4820000.0,9990000.0,9990000.0,120000.0,-2075418.7562811119,12075418.756282384,-2087494175.0378778,20000.0,20000.0,20000.0
242,4840000.0,9990000.0,9990000.0,120000.0,-2087494.1750381547,12087494.175038084,-2099581669.2131927,20000.0,20000.0,20000.0
243,4860000.0,9990000.0,9990000.0,120000.0,-2099581.669212782,12099581.669213902,-2111681250.8821201,20000.0,20000.0,20000.0
244,4880000.0,9990000.0,9990000.0,120000.0,-2111681.2508815234,12111681.2508801,-2123792932.133192,20000.0,20000.0,20000.0
245,4900000.0,9990000.0,9990000.0,120000.0,-2123792.9321331666,12123792.932131827,-2135916725.065251,20000.0,20000.0,20000.0
246,4920000.0,9990000.0,9990000.0,120000.0,-2135916.7250646683,12135916.725063123,-2148052641.789942,20000.0,20000.0,20000.0
247,4940000.0,9990000.0,9990000.0,120000.0,-2148052.6417895844,12148052.64178794,-2160200694.43214,20000.0,20000.0,20000.0
248,4960000.0,9990000.0,9990000.0,120000.0,-2160200.6944316574,12160200.694431731,-2172360895.1260123,20000.0,20000.0,20000.0
249,4980000.0,9990000.0,9990000.0,120000.0,-2172360.8951266087,12172360.895126976,-2184533256.021022,20000.0,20000.0,20000.0
250,5000000.0,9990000.0,9990000.0,120000.0,-2184533.256021806,12184533.256019276,-2196717789.2778845,20000.0,20000.0,20000.0
251,5020000.0,9990000.0,9990000.0,120000.0,-2196717.789277664,12196717.789278857,-2208914507.0669994,20000.0,20000.0,20000.0
252,5040000.0,9990000.0,9990000.0,120000.0,-2208914.507066589,12208914.507068312,-2221123421.573648,20000.0,20000.0,20000.0
253,5060000.0,9990000.0,9990000.0,120000.0,-2221123.421573979,12221123.421571085,-2233344544.995064,20000.0,20000.0,20000.0
254,5080000.0,9990000.0,9990000.0,120000.0,-2233344.544995961,12233344.544993348,-2245577889.5403266,20000.0,20000.0,20000.0
255,5100000.0,9990000.0,9990000.0,120000.0,-2245577.8895407245,12245577.88953815,-2257823467.4305015,20000.0,20000.0,20000.0
256,5120000.0,9990000.0,9990000.0,120000.0,-2257823.4674298344,12257823.467428327,-2270081290.897787,20000.0,20000.0,20000.0
257,5140000.0,9990000.0,9990000.0,120000.0,-2270081.2908976707,12270081.290899415,-2282351372.187832,20000.0,20000.0,20000.0
258,5160000.0,9990000.0,9990000.0,120000.0,-2282351.3721882068,12282351.372186488,-2294633723.5599113,20000.0,20000.0,20000.0
259,5180000.0,9990000.0,9990000.0,120000.0,-2294633.7235604804,12294633.72355923,-2306928357.283897,20000.0,20000.0,20000.0
260,5200000.0,9990000.0,9990000.0,120000.0,-2306928.3572838325,12306928.357282223,-2319235285.641522,20000.0,20000.0,20000.0
261,5220000.0,9990000.0,9990000.0,120000.0,-2319235.2856415203,12319235.285638634,-2331554520.9265866,20000.0,20000.0,20000.0
262,5240000.0,9990000.0,9990000.0,120000.0,-2331554.5209265617,12331554.520929534,-2343886075.448444,20000.0,20000.0,20000.0
263,5260000.0,9990000.0,9990000.0,120000.0,-2343886.075448139,12343886.075448224,-2356229961.5235934,20000.0,20000.0,20000.0
264,5280000.0,9990000.0,9990000.0,120000.0,-2356229.9615236586,12356229.96152077,-2368586191.4846973,20000.0,20000.0,20000.0
265,5300000.0,9990000.0,9990000.0,120000.0,-2368586.191484281,12368586.191483952,-2380954777.6763964,20000.0,20000.0,20000.0
266,5320000.0,9990000.0,9990000.0,120000.0,-2380954.777675999,12380954.777674168,-2393335732.4536424,20000.0,20000.0,20000.0
267,5340000.0,9990000.0,9990000.0,120000.0,-2393335.732454313,12393335.7324514,-2405729068.1865473,20000.0,20000.0,20000.0
268,5360000.0,9990000.0,9990000.0,120000.0,-2405729.068186679,12405729.068183908,-2418134797.2541113,20000.0,20000.0,20000.0
269,5380000.0,9990000.0,9990000.0,120000.0,-2418134.7972546155,12418134.797253085,-2430552932.052192,20000.0,20000.0,20000.0
270,5400000.0,9990000.0,9990000.0,120000.0,-2430552.9320519352,12430552.932048911,-2442983484.983567,20000.0,20000.0,20000.0
271,5420000.0,9990000.0,9990000.0,120000.0,-2442983.484983778,12442983.48498197,-2455426468.468233,20000.0,20000.0,20000.0
272,5440000.0,9990000.0,9990000.0,120000.0,-2455426.4684689306,12455426.468470694,-2467881894.9369764,20000.0,20000.0,20000.0
273,5460000.0,9990000.0,9990000.0,120000.0,-2467881.894937432,12467881.89493621,-2480349776.832326,20000.0,20000.0,20000.0
274,5480000.0,9990000.0,9990000.0,120000.0,-2480349.7768328334,12480349.776833184,-2492830126.609411,20000.0,20000.0,20000.0
275,5500000.0,9990000.0,9990000.0,120000.0,-2492830.126608816,12492830.126607282,-2505322956.7356496,20000.0,20000.0,20000.0
276,5520000.0,9990000.0,9990000.0,120000.0,-2505322.9567360845,12505322.956736147,-2517828279.692393,20000.0,20000.0,20000.0
277,5540000.0,9990000.0,9990000.0,120000.0,-2517828.2796921195,12517828.279694919,-2530346107.9721494,20000.0,20000.0,20000.0
278,5560000.0,9990000.0,9990000.0,120000.0,-2530346.1079719453,12530346.107971892,-2542876454.0799994,20000.0,20000.0,20000.0
279,5580000.0,9990000.0,9990000.0,120000.0,-2542876.454079884,12542876.454082683,-2555419330.5345516,20000.0,20000.0,20000.0
280,5600000.0,9990000.0,9990000.0,120000.0,-2555419.3305344996,12555419.330535993,-2567974749.8651333,20000.0,20000.0,20000.0
281,5620000.0,9990000.0,9990000.0,120000.0,-2567974.7498644413,12567974.74986416,-2580542724.61426,20000.0,20000.0,20000.0
282,5640000.0,9990000.0,9990000.0,120000.0,-2580542.7246149406,12580542.724616438,-2593123267.33915,20000.0,20000.0,20000.0
283,5660000.0,9990000.0,9990000.0,120000.0,-2593123.2673394536,12593123.267336415,-2605716390.606545,20000.0,20000.0,20000.0
284,5680000.0,9990000.0,9990000.0,120000.0,-2605716.3906065784,12605716.3906085,-2618322106.997147,20000.0,20000.0,20000.0
285,5700000.0,9990000.0,9990000.0,120000.0,-2618322.106997112,12618322.106995916,-2630940429.104202,20000.0,20000.0,20000.0
286,5720000.0,9990000.0,9990000.0,120000.0,-2630940.429104114,12630940.429102939,-2643571369.533509,20000.0,20000.0,20000.0
287,5740000.0,9990000.0,9990000.0,120000.0,-2643571.369533064,12643571.36953499,-2656214940.902634,20000.0,20000.0,20000.0
288,5760000.0,9990000.0,9990000.0,120000.0,-2656214.940902282,12656214.940901939,-2668871155.8437343,20000.0,20000.0,20000.0
289,5780000.0,9990000.0,9990000.0,120000.0,-2668871.1558436668,12668871.155845629,-2681540026.998975,20000.0,20000.0,20000.0
290,5800000.0,9990000.0,9990000.0,120000.0,-2681540.026999903,12681540.026999986,-2694221567.0266323,20000.0,20000.0,20000.0
291,5820000.0,9990000.0,9990000.0,120000.0,-2694221.567026924,12694221.567027196,-2706915788.593322,20000.0,20000.0,20000.0
292,5840000.0,9990000.0,9990000.0,120000.0,-2706915.788594189,12706915.788594538,-2719622704.3819704,20000.0,20000.0,20000.0
293,5860000.0,9990000.0,9990000.0,120000.0,-2719622.7043820615,12719622.704385176,-2732342327.0863256,20000.0,20000.0,20000.0
294,5880000.0,9990000.0,9990000.0,120000.0,-2732342.327086688,12732342.32708781,-2745074669.4135685,20000.0,20000.0,20000.0
295,5900000.0,9990000.0,9990000.0,120000.0,-2745074.669413179,12745074.669414971,-2757819744.0829782,20000.0,20000.0,20000.0
296,5920000.0,9990000.0,9990000.0,120000.0,-2757819.7440830977,12757819.744083162,-2770577563.82758,20000.0,20000.0,20000.0
297,5940000.0,9990000.0,9990000.0,120000.0,-2770577.5638267994,12770577.563828567,-2783348141.3906465,20000.0,20000.0,20000.0
298,5960000.0,9990000.0,9990000.0,120000.0,-2783348.1413914105,12783348.141388558,-2796131489.5326343,20000.0,20000.0,20000.0
299,5980000.0,9990000.0,9990000.0,120000.0,-2796131.4895326705,12796131.489533005,-2808927621.021613,20000.0,20000.0,20000.0
300,6000000.0,9990000.0,9990000.0,120000.0,-2808927.6210218673,12808927.621021869,-2821736548.6430893,20000.0,20000.0,20000.0
301,6020000.0,9990000.0,9990000.0,120000.0,-2821736.548642474,12821736.548641054,-2834558285.1917443,20000.0,20000.0,20000.0
302,6040000.0,9990000.0,9990000.0,120000.0,-2834558.2851910726,12834558.285193935,-2847392843.476713,20000.0,20000.0,20000.0
303,6060000.0,9990000.0,9990000.0,120000.0,-2847392.843477101,12847392.843477355,-2860240236.320468,20000.0,20000.0,20000.0
304,6080000.0,9990000.0,9990000.0,120000.0,-2860240.2363204523,12860240.236317378,-2873100476.556165,20000.0,20000.0,20000.0
305,6100000.0,9990000.0,9990000.0,120000.0,-2873100.4765567267,12873100.476558069,-2885973577.0325117,20000.0,20000.0,20000.0
306,6120000.0,9990000.0,9990000.0,120000.0,-2885973.57703341,12885973.577033656,-2898859550.609698,20000.0,20000.0,20000.0
307,6140000.0,9990000.0,9990000.0,120000.0,-2898859.550609903,12898859.550611934,-2911758410.1611896,20000.0,20000.0,20000.0
308,6160000.0,9990000.0,9990000.0,120000.0,-2911758.410160951,12911758.410162108,-2924670168.571363,20000.0,20000.0,20000.0
309,6180000.0,9990000.0,9990000.0,120000.0,-2924670.168571148,12924670.168571167,-2937594838.738857,20000.0,20000.0,20000.0
310,6200000.0,9990000.0,9990000.0,120000.0,-2937594.838738851,12937594.838738535,-2950532433.5779734,20000.0,20000.0,20000.0
311,6220000.0,9990000.0,9990000.0,120000.0,-2950532.433578143,12950532.43357717,-2963482966.012523,20000.0,20000.0,20000.0
312,6240000.0,9990000.0,9990000.0,120000.0,-2963482.9660119396,12963482.966012951,-2976446448.978002,20000.0,20000.0,20000.0
313,6260000.0,9990000.0,9990000.0,120000.0,-2976446.4489777377,12976446.448975723,-2989422895.4267507,20000.0,20000.0,20000.0
314,6280000.0,9990000.0,9990000.0,120000.0,-2989422.895427173,12989422.895425215,-3002412318.32188,20000.0,20000.0,20000.0
315,6300000.0,9990000.0,9990000.0,120000.0,-3002412.318321954,13002412.318325048,-3015414730.639876,20000.0,20000.0,20000.0
316,6320000.0,9990000.0,9990000.0,120000.0,-3015414.7306409595,13015414.73064119,-3028430145.371675,20000.0,20000.0,20000.0
317,6340000.0,9990000.0,9990000.0,120000.0,-3028430.145370522,13028430.145369126,-3041458575.5160837,20000.0,20000.0,20000.0
318,6360000.0,9990000.0,9990000.0,120000.0,-3041458.575516107,13041458.57551919,-3054500034.092285,20000.0,20000.0,20000.0
319,6380000.0,9990000.0,9990000.0,120000.0,-3054500.034092601,13054500.034093019,-3067554534.1256657,20000.0,20000.0,20000.0
320,6400000.0,9990000.0,9990000.0,120000.0,-3067554.5341257225,13067554.5341279,-3080622088.660804,20000.0,20000.0,20000.0
321,6420000.0,9990000.0,9990000.0,120000.0,-3080622.0886607883,13080622.088662159,-3093702710.7489605,20000.0,20000.0,20000.0
322,6440000.0,9990000.0,9990000.0,120000.0,-3093702.7107492494,13093702.710750395,-3106796413.4597726,20000.0,20000.0,20000.0
323,6460000.0,9990000.0,9990000.0,120000.0,-3106796.413459809,13106796.413456647,-3119903209.8726306,20000.0,20000.0,20000.0
324,6480000.0,9990000.0,9990000.0,120000.0,-3119903.2098737787,13119903.209875157,-3133023113.083509,20000.0,20000.0,20000.0
325,6500000.0,9990000.0,9990000.0,120000.0,-3133023.1130824797,13133023.113085408,-3146156136.1964993,20000.0,20000.0,20000.0
326,6520000.0,9990000.0,9990000.0,120000.0,-3146156.1361965085,13146156.13619425,-3159302292.332572,20000.0,20000.0,20000.0
327,6540000.0,9990000.0,9990000.0,120000.0,-3159302.2923322814,13159302.292334571,-3172461594.6245246,20000.0,20000.0,20000.0
328,6560000.0,9990000.0,9990000.0,120000.0,-3172461.5946240975,13172461.594622947,-3185634056.219733,20000.0,20000.0,20000.0
329,6580000.0,9990000.0,9990000.0,120000.0,-3185634.056219124,13185634.056218248,-3198819690.2752175,20000.0,20000.0,20000.0
330,6600000.0,9990000.0,9990000.0,120000.0,-3198819.690275701,13198819.69027341,-3212018509.965262,20000.0,20000.0,20000.0
331,6620000.0,9990000.0,9990000.0,120000.0,-3212018.5099650426,13212018.509967295,-3225230528.4753437,20000.0,20000.0,20000.0
332,6640000.0,9990000.0,9990000.0,120000.0,-3225230.5284751416,13225230.528474646,-3238455759.004342,20000.0,20000.0,20000.0
333,6660000.0,9990000.0,9990000.0,120000.0,-3238455.759003977,13238455.75900629,-3251694214.7635612,20000.0,20000.0,20000.0
334,6680000.0,9990000.0,9990000.0,120000.0,-3251694.2147631245,13251694.21476654,-3264945908.977169,20000.0,20000.0,20000.0
335,6700000.0,9990000.0,9990000.0,120000.0,-3264945.9089772655,13264945.908975912,-3278210854.8875904,20000.0,20000.0,20000.0
336,6720000.0,9990000.0,9990000.0,120000.0,-3278210.8548874785,13278210.854885358,-3291489065.7421994,20000.0,20000.0,20000.0
337,6740000.0,9990000.0,9990000.0,120000.0,-3291489.065741468,13291489.06574101,-3304780554.8080983,20000.0,20000.0,20000.0
338,6760000.0,9990000.0,9990000.0,120000.0,-3304780.554808308,13304780.554808583,-3318085335.3628764,20000.0,20000.0,20000.0
339,6780000.0,9990000.0,9990000.0,120000.0,-3318085.3353626323,13318085.335362684,-3331403420.6974354,20000.0,20000.0,20000.0
340,6800000.0,9990000.0,9990000.0,120000.0,-3331403.4206978804,13331403.420697892,-3344734824.1185956,20000.0,20000.0,20000.0
341,6820000.0,9990000.0,9990000.0,120000.0,-3344734.824118226,13344734.824117944,-3358079558.9432,20000.0,20000.0,20000.0
342,6840000.0,9990000.0,9990000.0,120000.0,-3358079.558941882,13358079.558944818,-3371437638.501836,20000.0,20000.0,20000.0
343,6860000.0,9990000.0,9990000.0,120000.0,-3371437.6385009503,13371437.638499796,-3384809076.1408,20000.0,20000.0,20000.0
344,6880000.0,9990000.0,9990000.0,120000.0,-3384809.076139855,13384809.076138766,-3398193885.2166185,20000.0,20000.0,20000.0
345,6900000.0,9990000.0,9990000.0,120000.0,-3398193.8852169206,13398193.885217989,-3411592079.1008964,20000.0,20000.0,20000.0
346,6920000.0,9990000.0,9990000.0,120000.0,-3411592.0791018344,13411592.079102697,-3425003671.180015,20000.0,20000.0,20000.0
347,6940000.0,9990000.0,9990000.0,120000.0,-3425003.6711804564,13425003.671180455,-3438428674.850836,20000.0,20000.0,20000.0
348,6960000.0,9990000.0,9990000.0,120000.0,-3438428.6748521873,13438428.674848901,-3451867103.5256867,20000.0,20000.0,20000.0
349,6980000.0,9990000.0,9990000.0,120000.0,-3451867.1035257857,13451867.103525227,-3465318970.629245,20000.0,20000.0,20000.0
350,7000000.0,9990000.0,9990000.0,120000.0,-3465318.97062935,13465318.970628796,-3478784289.5999184,20000.0,20000.0,20000.0
351,7020000.0,9990000.0,9990000.0,120000.0,-3478784.2896010675,13478784.2896019,-3492263073.8911276,20000.0,20000.0,20000.0
352,7040000.0,9990000.0,9990000.0,120000.0,-3492263.0738897384,13492263.073888587,-3505755336.9650545,20000.0,20000.0,20000.0
353,7060000.0,9990000.0,9990000.0,120000.0,-3505755.3369644335,13505755.336960956,-3519261092.3006926,20000.0,20000.0,20000.0
354,7080000.0,9990000.0,9990000.0,120000.0,-3519261.0923013915,13519261.09230144,-3532780353.3935375,20000.0,20000.0,20000.0
355,7100000.0,9990000.0,9990000.0,120000.0,-3532780.3533940115,13532780.35339104,-3546313133.7463484,20000.0,20000.0,20000.0
356,7120000.0,9990000.0,9990000.0,120000.0,-3546313.133747232,13546313.13374408,-3559859446.879849,20000.0,20000.0,20000.0
357,7140000.0,9990000.0,9990000.0,120000.0,-3559859.446879851,13559859.446882103,-3573419306.3270545,20000.0,20000.0,20000.0
358,7160000.0,9990000.0,9990000.0,120000.0,-3573419.3063281495,13573419.306329448,-3586992725.634286,20000.0,20000.0,20000.0
359,7180000.0,9990000.0,9990000.0,120000.0,-3586992.7256332436,13586992.72563566,-3600579718.3597674,20000.0,20000.0,20000.0
360,7200000.0,9990000.0,9990000.0,120000.0,-3600579.7183596552,13600579.718356837,-3614180298.077026,20000.0,20000.0,20000.0
361,7220000.0,9990000.0,9990000.0,120000.0,-3614180.29807845,13614180.298076173,-3627794478.374934,20000.0,20000.0,20000.0
362,7240000.0,9990000.0,9990000.0,120000.0,-3627794.4783762535,13627794.47837346,-3641422272.8539186,20000.0,20000.0,20000.0
363,7260000.0,9990000.0,9990000.0,120000.0,-3641422.2728544087,13641422.27285156,-3655063695.1266522,20000.0,20000.0,20000.0
364,7280000.0,9990000.0,9990000.0,120000.0,-3655063.6951265344,13655063.695125617,-3668718758.8217535,20000.0,20000.0,20000.0
365,7300000.0,9990000.0,9990000.0,120000.0,-3668718.758821741,13668718.758821556,-3682387477.5804243,20000.0,20000.0,20000.0
366,7320000.0,9990000.0,9990000.0,120000.0,-3682387.477581927,13682387.47758327,-3696069865.0588093,20000.0,20000.0,20000.0
367,7340000.0,9990000.0,9990000.0,120000.0,-3696069.865059026,13696069.865059085,-3709765934.9240236,20000.0,20000.0,20000.0
368,7360000.0,9990000.0,9990000.0,120000.0,-3709765.9349242873,13709765.934925191,-3723475700.858971,20000.0,20000.0,20000.0
369,7380000.0,9990000.0,9990000.0,120000.0,-3723475.700858914,13723475.700858962,-3737199176.559448,20000.0,20000.0,20000.0
370,7400000.0,9990000.0,9990000.0,120000.0,-3737199.1765592415,13737199.176562855,-3750936375.736166,20000.0,20000.0,20000.0
371,7420000.0,9990000.0,9990000.0,120000.0,-3750936.375735573,13750936.375739027,-3764687312.111849,20000.0,20000.0,20000.0
372,7440000.0,9990000.0,9990000.0,120000.0,-3764687.312111319,13764687.312113836,-3778451999.424597,20000.0,20000.0,20000.0
373,7460000.0,9990000.0,9990000.0,120000.0,-3778451.999424616,13778451.999425538,-3792230451.422814,20000.0,20000.0,20000.0
374,7480000.0,9990000.0,9990000.0,120000.0,-3792230.451423609,13792230.451423656,-3806022681.875145,20000.0,20000.0,20000.0
375,7500000.0,9990000.0,9990000.0,120000.0,-3806022.68187427,13806022.681873562,-3819828704.5571465,20000.0,20000.0,20000.0
376,7520000.0,9990000.0,9990000.0,120000.0,-3819828.7045571143,13819828.704557981,-3833648533.261892,20000.0,20000.0,20000.0
377,7540000.0,9990000.0,9990000.0,120000.0,-3833648.533261356,13833648.533262046,-3847482181.793569,20000.0,20000.0,20000.0
378,7560000.0,9990000.0,9990000.0,120000.0,-3847482.1817934117,13847482.181792073,-3861329663.976608,20000.0,20000.0,20000.0
379,7580000.0,9990000.0,9990000.0,120000.0,-3861329.6639767718,13861329.66397438,-3875190993.639339,20000.0,20000.0,20000.0
380,7600000.0,9990000.0,9990000.0,120000.0,-3875190.993640498,13875190.99364055,-3889066184.6341586,20000.0,20000.0,20000.0
381,7620000.0,9990000.0,9990000.0,120000.0,-3889066.1846334715,13889066.18463299,-3902955250.8175955,20000.0,20000.0,20000.0
382,7640000.0,9990000.0,9990000.0,120000.0,-3902955.250818961,13902955.25081589,-3916858206.0683727,20000.0,20000.0,20000.0
383,7660000.0,9990000.0,9990000.0,120000.0,-3916858.206069776,13916858.206070403,-3930775064.2763467,20000.0,20000.0,20000.0
384,7680000.0,9990000.0,9990000.0,120000.0,-3930775.064275598,13930775.064272562,-3944705839.3392797,20000.0,20000.0,20000.0
385,7700000.0,9990000.0,9990000.0,120000.0,-3944705.839338964,13944705.83934204,-3958650545.178449,20000.0,20000.0,20000.0
386,7720000.0,9990000.0,9990000.0,120000.0,-3958650.545179554,13958650.54517976,-3972609195.7236133,20000.0,20000.0,20000.0
387,7740000.0,9990000.0,9990000.0,120000.0,-3972609.1957234866,13972609.195726538,-3986581804.919323,20000.0,20000.0,20000.0
388,7760000.0,9990000.0,9990000.0,120000.0,-3986581.804919973,13986581.804919982,-4000568386.7253447,20000.0,20000.0,20000.0
389,7780000.0,9990000.0,9990000.0,120000.0,-4000568.3867251505,14000568.386725815,-4014568955.1115026,20000.0,20000.0,20000.0
390,7800000.0,9990000.0,9990000.0,120000.0,-4014568.9551113225,14014568.95511458,-4028583524.0660315,20000.0,20000.0,20000.0
391,7820000.0,9990000.0,9990000.0,120000.0,-4028583.524067609,14028583.524064725,-4042612107.591328,20000.0,20000.0,20000.0
392,7840000.0,9990000.0,9990000.0,120000.0,-4042612.1075914055,14042612.107587868,-4056654719.697291,20000.0,20000.0,20000.0
393,7860000.0,9990000.0,9990000.0,120000.0,-4056654.719697512,14056654.719696218,-4070711374.4173574,20000.0,20000.0,20000.0
394,7880000.0,9990000.0,9990000.0,120000.0,-4070711.3744178796,14070711.374417387,-4084782085.791649,20000.0,20000.0,20000.0
395,7900000.0,9990000.0,9990000.0,120000.0,-4084782.085791528,14084782.085791318,-4098866867.8772435,20000.0,20000.0,20000.0
396,7920000.0,9990000.0,9990000.0,120000.0,-4098866.8678785083,14098866.867875373,-4112965734.7452536,20000.0,20000.0,20000.0
397,7940000.0,9990000.0,9990000.0,120000.0,-4112965.7347456,14112965.734748714,-4127078700.4804807,20000.0,20000.0,20000.0
398,7960000.0,9990000.0,9990000.0,120000.0,-4127078.7004802777,14127078.700479608,-4141205779.1807632,20000.0,20000.0,20000.0
399,7980000.0,9990000.0,9990000.0,120000.0,-4141205.7791801747,14141205.779182618,-4155346984.9596496,20000.0,20000.0,20000.0
400,8000000.0,9990000.0,9990000.0,120000.0,-4155346.9849608485,14155346.984957729,-4169502331.944667,20000.0,20000.0,20000.0
401,8020000.0,9990000.0,9990000.0,120000.0,-4169502.331945132,14169502.331948398,-4183671834.2778625,20000.0,20000.0,20000.0
402,8040000.0,9990000.0,9990000.0,120000.0,-4183671.8342777016,14183671.83427838,-4197855506.1111217,20000.0,20000.0,20000.0
403,8060000.0,9990000.0,9990000.0,120000.0,-4197855.506111158,14197855.506111003,-4212053361.617107,20000.0,20000.0,20000.0
404,8080000.0,9990000.0,9990000.0,120000.0,-4212053.3616180215,14212053.361614818,-4226265414.9782805,20000.0,20000.0,20000.0
405,8100000.0,9990000.0,9990000.0,120000.0,-4226265.414980085,14226265.414977027,-4240491680.393517,20000.0,20000.0,20000.0
406,8120000.0,9990000.0,9990000.0,120000.0,-4240491.680394821,14240491.680392232,-4254732172.074378,20000.0,20000.0,20000.0
407,8140000.0,9990000.0,9990000.0,120000.0,-4254732.172074661,14254732.172075273,-4268986904.245622,20000.0,20000.0,20000.0
408,8160000.0,9990000.0,9990000.0,120000.0,-4268986.904247521,14268986.904248273,-4283255891.151368,20000.0,20000.0,20000.0
409,8180000.0,9990000.0,9990000.0,120000.0,-4283255.891151639,14283255.891149092,-4297539147.042934,20000.0,20000.0,20000.0
410,8200000.0,9990000.0,9990000.0,120000.0,-4297539.1470417855,14297539.147044357,-4311836686.190372,20000.0,20000.0,20000.0
411,8220000.0,9990000.0,9990000.0,120000.0,-4311836.686189948,14311836.686190136,-4326148522.876479,20000.0,20000.0,20000.0
412,8240000.0,9990000.0,9990000.0,120000.0,-4326148.522874626,14326148.522873167,-4340474671.39755,20000.0,20000.0,20000.0
413,8260000.0,9990000.0,9990000.0,120000.0,-4340474.671398937,14340474.671400402,-4354815146.069606,20000.0,20000.0,20000.0
414,8280000.0,9990000.0,9990000.0,120000.0,-4354815.146069892,14354815.146067355,-4369169961.215014,20000.0,20000.0,20000.0
415,8300000.0,9990000.0,9990000.0,120000.0,-4369169.961214973,14369169.961214341,-4383539131.177661,20000.0,20000.0,20000.0
416,8320000.0,9990000.0,9990000.0,120000.0,-4383539.131176911,14383539.131176092,-4397922670.307436,20000.0,20000.0,20000.0
417,8340000.0,9990000.0,9990000.0,120000.0,-4397922.670309257,14397922.670306139,-4412320592.979166,20000.0,20000.0,20000.0
418,8360000.0,9990000.0,9990000.0,120000.0,-4412320.592977511,14412320.592979815,-4426732913.57068,20000.0,20000.0,20000.0
419,8380000.0,9990000.0,9990000.0,120000.0,-4426732.913572082,14426732.913572261,-4441159646.48594,20000.0,20000.0,20000.0
