t,my_independent_variable,z,y,x,interest,principal,balance,c,b,a
221,442000.0,999000.0,999000.0,12000.0,-183642.77293664313,1183642.7729366445,-184826415.7095848,2000.0,2000.0,2000.0
222,444000.0,999000.0,999000.0,12000.0,-184826.41570958792,1184826.4157095873,-186011242.12529433,2000.0,2000.0,2000.0
223,446000.0,999000.0,999000.0,12000.0,-186011.2421252973,1186011.2421252858,-187197253.36742184,2000.0,2000.0,2000.0
224,448000.0,999000.0,999000.0,12000.0,-187197.25336741935,1187197.2533674033,-188384450.62078977,2000.0,2000.0,2000.0
225,450000.0,999000.0,999000.0,12000.0,-188384.4506207888,1188384.4506207632,-189572835.07140678,2000.0,2000.0,2000.0
226,452000.0,999000.0,999000.0,12000.0,-189572.83507141026,1189572.8350713996,-190762407.90647516,2000.0,2000.0,2000.0
227,454000.0,999000.0,999000.0,12000.0,-190762.40790647754,1190762.407906485,-191953170.31438184,2000.0,2000.0,2000.0
228,456000.0,999000.0,999000.0,12000.0,-191953.1703143824,1191953.170314407,-193145123.48470074,2000.0,2000.0,2000.0
229,458000.0,999000.0,999000.0,12000.0,-193145.12348469786,1193145.1234846956,-194338268.60818282,2000.0,2000.0,2000.0
230,460000.0,999000.0,999000.0,12000.0,-194338.2686081825,1194338.2686081845,-195532606.8767907,2000.0,2000.0,2000.0
231,462000.0,999000.0,999000.0,12000.0,-195532.60687679524,1195532.6068767887,-196728139.4836682,2000.0,2000.0,2000.0
232,464000.0,999000.0,999000.0,12000.0,-196728.13948366823,1196728.1394836805,-197924867.62315086,2000.0,2000.0,2000.0
233,466000.0,999000.0,999000.0,12000.0,-197924.867623156,1197924.8676231557,-199122792.49077842,2000.0,2000.0,2000.0
234,468000.0,999000.0,999000.0,12000.0,-199122.7924907781,1199122.792490763,-200321915.2832646,2000.0,2000.0,2000.0
235,470000.0,999000.0,999000.0,12000.0,-200321.91528326803,1200321.915283256,-201522237.1985521,2000.0,2000.0,2000.0
236,472000.0,999000.0,999000.0,12000.0,-201522.237198546,1201522.237198559,-202723759.4357451,2000.0,2000.0,2000.0
237,474000.0,999000.0,999000.0,12000.0,-202723.75943575034,1202723.7594357384,-203926483.1951855,2000.0,2000.0,2000.0
238,476000.0,999000.0,999000.0,12000.0,-203926.48319518717,1203926.48319518,-205130409.67837754,2000.0,2000.0,2000.0
239,478000.0,999000.0,999000.0,12000.0,-205130.40967838376,1205130.409678368,-206335540.08805755,2000.0,2000.0,2000.0
240,480000.0,999000.0,999000.0,12000.0,-206335.54008806075,1206335.5400880491,-207541875.62814403,2000.0,2000.0,2000.0
241,482000.0,999000.0,999000.0,12000.0,-207541.87562814378,1207541.8756281508,-208749417.50377414,2000.0,2000.0,2000.0
242,484000.0,999000.0,999000.0,12000.0,-208749.41750377227,1208749.417503805,-209958166.92128015,2000.0,2000.0,2000.0
243,486000.0,999000.0,999000.0,12000.0,-209958.16692127843,1209958.1669212782,-211168125.0881945,2000.0,2000.0,2000.0
244,488000.0,999000.0,999000.0,12000.0,-211168.12508820175,1211168.125088193,-212379293.21328527,2000.0,2000.0,2000.0
245,490000.0,999000.0,999000.0,12000.0,-212379.29321328516,1212379.293213285,-213591672.50650364,2000.0,2000.0,2000.0
246,492000.0,999000.0,999000.0,12000.0,-213591.672506503,1213591.672506498,-214805264.17901185,2000.0,2000.0,2000.0
247,494000.0,999000.0,999000.0,12000.0,-214805.26417901064,1214805.2641789964,-216020069.44318864,2000.0,2000.0,2000.0
248,496000.0,999000.0,999000.0,12000.0,-216020.06944318462,1216020.069443174,-217236089.51262516,2000.0,2000.0,2000.0
249,498000.0,999000.0,999000.0,12000.0,-217236.08951262562,1217236.0895126255,-218453325.60214356,2000.0,2000.0,2000.0
250,500000.0,999000.0,999000.0,12000.0,-218453.3256021392,1218453.3256021447,-219671778.92774346,2000.0,2000.0,2000.0
251,502000.0,999000.0,999000.0,12000.0,-219671.77892774003,1219671.7789277665,-220891450.7066681,2000.0,2000.0,2000.0
252,504000.0,999000.0,999000.0,12000.0,-220891.4507066677,1220891.4507066556,-222112342.1573729,2000.0,2000.0,2000.0
253,506000.0,999000.0,999000.0,12000.0,-222112.34215737417,1222112.342157395,-223334454.4995405,2000.0,2000.0,2000.0
254,508000.0,999000.0,999000.0,12000.0,-223334.45449953448,1223334.454499551,-224557788.9540405,2000.0,2000.0,2000.0
255,510000.0,999000.0,999000.0,12000.0,-224557.78895403113,1224557.7889540358,-225782346.74298778,2000.0,2000.0,2000.0
256,512000.0,999000.0,999000.0,12000.0,-225782.34674298606,1225782.3467430011,-227008129.08973578,2000.0,2000.0,2000.0
257,514000.0,999000.0,999000.0,12000.0,-227008.12908972832,1227008.1290897399,-228235137.21882585,2000.0,2000.0,2000.0
258,516000.0,999000.0,999000.0,12000.0,-228235.13721881958,1228235.1372188372,-229463372.35603595,2000.0,2000.0,2000.0
259,518000.0,999000.0,999000.0,12000.0,-229463.37235604634,1229463.3723560302,-230692835.72839996,2000.0,2000.0,2000.0
260,520000.0,999000.0,999000.0,12000.0,-230692.83572839882,1230692.8357284039,-231923528.56412533,2000.0,2000.0,2000.0
261,522000.0,999000.0,999000.0,12000.0,-231923.52856412725,1231923.5285641428,-233155452.09268543,2000.0,2000.0,2000.0
262,524000.0,999000.0,999000.0,12000.0,-233155.45209269424,1233155.452092667,-234388607.54478022,2000.0,2000.0,2000.0
263,526000.0,999000.0,999000.0,12000.0,-234388.60754478734,1234388.6075448045,-235622996.1523329,2000.0,2000.0,2000.0
264,528000.0,999000.0,999000.0,12000.0,-235622.99615232242,1235622.9961523542,-236858619.14848447,2000.0,2000.0,2000.0
265,530000.0,999000.0,999000.0,12000.0,-236858.6191484857,1236858.6191484744,-238095477.76762438,2000.0,2000.0,2000.0
266,532000.0,999000.0,999000.0,12000.0,-238095.47776763144,1238095.4777676188,-239333573.2453994,2000.0,2000.0,2000.0
267,534000.0,999000.0,999000.0,12000.0,-239333.57324539163,1239333.57324542,-240572906.8186362,2000.0,2000.0,2000.0
268,536000.0,999000.0,999000.0,12000.0,-240572.9068186424,1240572.9068186316,-241813479.72545663,2000.0,2000.0,2000.0
269,538000.0,999000.0,999000.0,12000.0,-241813.4797254539,1241813.4797254812,-243055293.20517993,2000.0,2000.0,2000.0
270,540000.0,999000.0,999000.0,12000.0,-243055.29320518792,1243055.2932051928,-244298348.4983959,2000.0,2000.0,2000.0
271,542000.0,999000.0,999000.0,12000.0,-244298.34849838674,1244298.34849839,-245542646.84689006,2000.0,2000.0,2000.0
272,544000.0,999000.0,999000.0,12000.0,-245542.64684688544,1245542.6468468884,-246788189.493739,2000.0,2000.0,2000.0
273,546000.0,999000.0,999000.0,12000.0,-246788.18949373238,1246788.1894937388,-248034977.68322402,2000.0,2000.0,2000.0
274,548000.0,999000.0,999000.0,12000.0,-248034.97768322306,1248034.9776832354,-249283012.66091457,2000.0,2000.0,2000.0
275,550000.0,999000.0,999000.0,12000.0,-249283.01266091687,1249283.0126609183,-250532295.6735771,2000.0,2000.0,2000.0
276,552000.0,999000.0,999000.0,12000.0,-250532.2956735689,1250532.295673597,-251782827.96925116,2000.0,2000.0,2000.0
277,554000.0,999000.0,999000.0,12000.0,-251782.82796924058,1251782.8279692496,-253034610.79722005,2000.0,2000.0,2000.0
278,556000.0,999000.0,999000.0,12000.0,-253034.61079721467,1253034.6107972038,-254287645.4080105,2000.0,2000.0,2000.0
279,558000.0,999000.0,999000.0,12000.0,-254287.64540801095,1254287.6454080255,-255541933.05342644,2000.0,2000.0,2000.0
280,560000.0,999000.0,999000.0,12000.0,-255541.93305342764,1255541.9330534106,-256797474.9864701,2000.0,2000.0,2000.0
281,562000.0,999000.0,999000.0,12000.0,-256797.4749864718,1256797.474986482,-258054272.46146655,2000.0,2000.0,2000.0
282,564000.0,999000.0,999000.0,12000.0,-258054.27246145665,1258054.2724614514,-259312326.73391858,2000.0,2000.0,2000.0
283,566000.0,999000.0,999000.0,12000.0,-259312.32673392477,1259312.3267339359,-260571639.06065243,2000.0,2000.0,2000.0
284,568000.0,999000.0,999000.0,12000.0,-260571.63906065436,1260571.6390606628,-261832210.69971338,2000.0,2000.0,2000.0
285,570000.0,999000.0,999000.0,12000.0,-261832.21069971332,1261832.2106997175,-263094042.91042078,2000.0,2000.0,2000.0
286,572000.0,999000.0,999000.0,12000.0,-263094.0429104141,1263094.0429104185,-264357136.95332453,2000.0,2000.0,2000.0
287,574000.0,999000.0,999000.0,12000.0,-264357.13695332967,1264357.1369533166,-265621494.0902832,2000.0,2000.0,2000.0
288,576000.0,999000.0,999000.0,12000.0,-265621.49409027776,1265621.494090276,-266887115.5843731,2000.0,2000.0,2000.0
289,578000.0,999000.0,999000.0,12000.0,-266887.1155843682,1266887.1155843756,-268154002.69994876,2000.0,2000.0,2000.0
290,580000.0,999000.0,999000.0,12000.0,-268154.0026999496,1268154.0026999784,-269422156.7026603,2000.0,2000.0,2000.0
291,582000.0,999000.0,999000.0,12000.0,-269422.1567026618,1269422.1567026535,-270691578.85935867,2000.0,2000.0,2000.0
292,584000.0,999000.0,999000.0,12000.0,-270691.57885935355,1270691.5788593686,-271962270.4382219,2000.0,2000.0,2000.0
293,586000.0,999000.0,999000.0,12000.0,-271962.2704382121,1271962.270438207,-273234232.7086604,2000.0,2000.0,2000.0
294,588000.0,999000.0,999000.0,12000.0,-273234.2327086594,1273234.2327086555,-274507466.9413585,2000.0,2000.0,2000.0
295,590000.0,999000.0,999000.0,12000.0,-274507.4669413679,1274507.466941372,-275781974.4083013,2000.0,2000.0,2000.0
296,592000.0,999000.0,999000.0,12000.0,-275781.97440830857,1275781.9744083094,-277057756.38270956,2000.0,2000.0,2000.0
297,594000.0,999000.0,999000.0,12000.0,-277057.7563827129,1277057.7563827331,-278334814.13909674,2000.0,2000.0,2000.0
298,596000.0,999000.0,999000.0,12000.0,-278334.8141390957,1278334.8141390998,-279613148.95323205,2000.0,2000.0,2000.0
299,598000.0,999000.0,999000.0,12000.0,-279613.14895324013,1279613.148953228,-280892762.10218704,2000.0,2000.0,2000.0
300,600000.0,999000.0,999000.0,12000.0,-280892.762102187,1280892.762102187,-282173654.8642885,2000.0,2000.0,2000.0
301,602000.0,999000.0,999000.0,12000.0,-282173.6548642878,1282173.6548643047,-283455828.51915985,2000.0,2000.0,2000.0
302,604000.0,999000.0,999000.0,12000.0,-283455.8285191562,1283455.8285191492,-284739284.3476761,2000.0,2000.0,2000.0
303,606000.0,999000.0,999000.0,12000.0,-284739.2843476792,1284739.2843476704,-286024023.63202196,2000.0,2000.0,2000.0
304,608000.0,999000.0,999000.0,12000.0,-286024.02363202145,1286024.0236320354,-287310047.65564865,2000.0,2000.0,2000.0
305,610000.0,999000.0,999000.0,12000.0,-287310.047655657,1287310.047655623,-288597357.7033069,2000.0,2000.0,2000.0
306,612000.0,999000.0,999000.0,12000.0,-288597.3577033133,1288597.3577033016,-289885955.06101704,2000.0,2000.0,2000.0
307,614000.0,999000.0,999000.0,12000.0,-289885.95506100846,1289885.9550610418,-291175841.01607615,2000.0,2000.0,2000.0
308,616000.0,999000.0,999000.0,12000.0,-291175.8410160756,1291175.841016072,-292467016.85708797,2000.0,2000.0,2000.0
309,618000.0,999000.0,999000.0,12000.0,-292467.0168570916,1292467.0168571114,-293759483.87394285,2000.0,2000.0,2000.0
310,620000.0,999000.0,999000.0,12000.0,-293759.48387395416,1293759.483873937,-295053243.35781676,2000.0,2000.0,2000.0
311,622000.0,999000.0,999000.0,12000.0,-295053.24335782434,1295053.2433578314,-296348296.6011767,2000.0,2000.0,2000.0
312,624000.0,999000.0,999000.0,12000.0,-296348.2966011764,1296348.2966011688,-297644644.8977807,2000.0,2000.0,2000.0
313,626000.0,999000.0,999000.0,12000.0,-297644.6448977803,1297644.6448978027,-298942289.54267544,2000.0,2000.0,2000.0
314,628000.0,999000.0,999000.0,12000.0,-298942.2895426774,1298942.2895426585,-300241231.8322129,2000.0,2000.0,2000.0
315,630000.0,999000.0,999000.0,12000.0,-300241.2318322216,1300241.2318322056,-301541473.0640587,2000.0,2000.0,2000.0
316,632000.0,999000.0,999000.0,12000.0,-301541.47306404903,1301541.4730640827,-302843014.5371174,2000.0,2000.0,2000.0
317,634000.0,999000.0,999000.0,12000.0,-302843.0145371224,1302843.0145371235,-304145857.55165535,2000.0,2000.0,2000.0
318,636000.0,999000.0,999000.0,12000.0,-304145.8575516577,1304145.857551624,-305450003.40920675,2000.0,2000.0,2000.0
319,638000.0,999000.0,999000.0,12000.0,-305450.00340920937,1305450.0034092166,-306755453.41261685,2000.0,2000.0,2000.0
320,640000.0,999000.0,999000.0,12000.0,-306755.4534126156,1306755.453412635,-308062208.8660258,2000.0,2000.0,2000.0
321,642000.0,999000.0,999000.0,12000.0,-308062.20886602637,1308062.2088660079,-309370271.07489145,2000.0,2000.0,2000.0
322,644000.0,999000.0,999000.0,12000.0,-309370.27107489546,1309370.2710748927,-310679641.34597284,2000.0,2000.0,2000.0
323,646000.0,999000.0,999000.0,12000.0,-310679.64134597545,1310679.6413459799,-311990320.98731816,2000.0,2000.0,2000.0
324,648000.0,999000.0,999000.0,12000.0,-311990.320987307,1311990.3209873026,-313302311.30830044,2000.0,2000.0,2000.0
325,650000.0,999000.0,999000.0,12000.0,-313302.3113082987,1313302.3113082917,-314615613.61960644,2000.0,2000.0,2000.0
326,652000.0,999000.0,999000.0,12000.0,-314615.61361961655,1314615.613619586,-315930229.23322934,2000.0,2000.0,2000.0
327,654000.0,999000.0,999000.0,12000.0,-315930.2292332287,1315930.2292332524,-317246159.46245706,2000.0,2000.0,2000.0
328,656000.0,999000.0,999000.0,12000.0,-317246.15946246707,1317246.1594624852,-318563405.6219258,2000.0,2000.0,2000.0
329,658000.0,999000.0,999000.0,12000.0,-318563.40562191897,1318563.4056219384,-319881969.02754414,2000.0,2000.0,2000.0
330,660000.0,999000.0,999000.0,12000.0,-319881.96902754804,1319881.969027541,-321201850.99657404,2000.0,2000.0,2000.0
331,662000.0,999000.0,999000.0,12000.0,-321201.85099658073,1321201.8509965844,-322523052.84756577,2000.0,2000.0,2000.0
332,664000.0,999000.0,999000.0,12000.0,-322523.0528475727,1322523.0528475654,-323845575.90041685,2000.0,2000.0,2000.0
333,666000.0,999000.0,999000.0,12000.0,-323845.575900418,1323845.575900428,-325169421.476323,2000.0,2000.0,2000.0
334,668000.0,999000.0,999000.0,12000.0,-325169.4214763164,1325169.4214763131,-326494590.8977982,2000.0,2000.0,2000.0
335,670000.0,999000.0,999000.0,12000.0,-326494.590897794,1326494.5908978072,-327821085.48869544,2000.0,2000.0,2000.0
336,672000.0,999000.0,999000.0,12000.0,-327821.0854886959,1327821.085488675,-329148906.5741881,2000.0,2000.0,2000.0
337,674000.0,999000.0,999000.0,12000.0,-329148.9065741783,1329148.906574188,-330478055.48075855,2000.0,2000.0,2000.0
338,676000.0,999000.0,999000.0,12000.0,-330478.0554807524,1330478.0554807761,-331808533.5362369,2000.0,2000.0,2000.0
339,678000.0,999000.0,999000.0,12000.0,-331808.533536234,1331808.5335362528,-333140342.06976897,2000.0,2000.0,2000.0
340,680000.0,999000.0,999000.0,12000.0,-333140.34206977254,1333140.3420697853,-334473482.4118431,2000.0,2000.0,2000.0
341,682000.0,999000.0,999000.0,12000.0,-334473.48241184186,1334473.4824118258,-335807955.89425415,2000.0,2000.0,2000.0
342,684000.0,999000.0,999000.0,12000.0,-335807.9558942529,1335807.9558942406,-337143763.85015213,2000.0,2000.0,2000.0
343,686000.0,999000.0,999000.0,12000.0,-337143.76385015174,1337143.7638501415,-338480907.6139942,2000.0,2000.0,2000.0
344,688000.0,999000.0,999000.0,12000.0,-338480.90761399496,1338480.9076140192,-339819388.5216118,2000.0,2000.0,2000.0
345,690000.0,999000.0,999000.0,12000.0,-339819.3885216077,1339819.3885216038,-341159207.9101263,2000.0,2000.0,2000.0
346,692000.0,999000.0,999000.0,12000.0,-341159.2079101292,1341159.2079101359,-342500367.11804307,2000.0,2000.0,2000.0
347,694000.0,999000.0,999000.0,12000.0,-342500.36711804563,1342500.3671180455,-343842867.4851653,2000.0,2000.0,2000.0
348,696000.0,999000.0,999000.0,12000.0,-343842.8674851675,1343842.8674851737,-345186710.3526545,2000.0,2000.0,2000.0
349,698000.0,999000.0,999000.0,12000.0,-345186.7103526549,1345186.7103526331,-346531897.06299955,2000.0,2000.0,2000.0
350,700000.0,999000.0,999000.0,12000.0,-346531.89706300106,1346531.8970629878,-347878428.9600663,2000.0,2000.0,2000.0
351,702000.0,999000.0,999000.0,12000.0,-347878.428960062,1347878.4289600586,-349226307.3890213,2000.0,2000.0,2000.0
352,704000.0,999000.0,999000.0,12000.0,-349226.30738903023,1349226.3073890244,-350575533.6964131,2000.0,2000.0,2000.0
353,706000.0,999000.0,999000.0,12000.0,-350575.5336964097,1350575.5336964321,-351926109.23010546,2000.0,2000.0,2000.0
354,708000.0,999000.0,999000.0,12000.0,-351926.1092301079,1351926.1092301286,-353278035.3393385,2000.0,2000.0,2000.0
355,710000.0,999000.0,999000.0,12000.0,-353278.03533933754,1353278.035339349,-354631313.37468016,2000.0,2000.0,2000.0
356,712000.0,999000.0,999000.0,12000.0,-354631.31337467476,1354631.3133747093,-355985944.68805933,2000.0,2000.0,2000.0
357,714000.0,999000.0,999000.0,12000.0,-355985.9446880495,1355985.94468807,-357341930.63274777,2000.0,2000.0,2000.0
358,716000.0,999000.0,999000.0,12000.0,-357341.9306327492,1357341.9306327293,-358699272.5633769,2000.0,2000.0,2000.0
359,718000.0,999000.0,999000.0,12000.0,-358699.272563374,1358699.2725633767,-360057971.83593315,2000.0,2000.0,2000.0
360,720000.0,999000.0,999000.0,12000.0,-360057.9718359461,1360057.9718359231,-361418029.8077682,2000.0,2000.0,2000.0
361,722000.0,999000.0,999000.0,12000.0,-361418.02980777895,1361418.029807758,-362779447.83758676,2000.0,2000.0,2000.0
362,724000.0,999000.0,999000.0,12000.0,-362779.4478375779,1362779.4478375723,-364142227.2854238,2000.0,2000.0,2000.0
363,726000.0,999000.0,999000.0,12000.0,-364142.2272854239,1364142.227285398,-365506369.51269877,2000.0,2000.0,2000.0
364,728000.0,999000.0,999000.0,12000.0,-365506.3695127029,1365506.3695127387,-366871875.8822125,2000.0,2000.0,2000.0
365,730000.0,999000.0,999000.0,12000.0,-366871.8758822112,1366871.875882217,-368238747.75809467,2000.0,2000.0,2000.0
366,732000.0,999000.0,999000.0,12000.0,-368238.74775809364,1368238.7477580928,-369606986.5058619,2000.0,2000.0,2000.0
367,734000.0,999000.0,999000.0,12000.0,-369606.9865058536,1369606.9865058886,-370976593.4923682,2000.0,2000.0,2000.0
368,736000.0,999000.0,999000.0,12000.0,-370976.59349237283,1370976.5934923408,-372347570.0858619,2000.0,2000.0,2000.0
369,738000.0,999000.0,999000.0,12000.0,-372347.5700858553,1372347.5700858799,-373719917.65594447,2000.0,2000.0,2000.0
370,740000.0,999000.0,999000.0,12000.0,-373719.9176559388,1373719.917655927,-375093637.5735995,2000.0,2000.0,2000.0
371,742000.0,999000.0,999000.0,12000.0,-375093.63757359225,1375093.6375735996,-376468731.21118015,2000.0,2000.0,2000.0
372,744000.0,999000.0,999000.0,12000.0,-376468.7312111681,1376468.7312111822,-377845199.9423891,2000.0,2000.0,2000.0
373,746000.0,999000.0,999000.0,12000.0,-377845.1999423759,1377845.1999423616,-379223045.1423318,2000.0,2000.0,2000.0
374,748000.0,999000.0,999000.0,12000.0,-379223.0451423244,1379223.0451423496,-380602268.18746364,2000.0,2000.0,2000.0
375,750000.0,999000.0,999000.0,12000.0,-380602.2681874619,1380602.2681874782,-381982870.4556616,2000.0,2000.0,2000.0
376,752000.0,999000.0,999000.0,12000.0,-381982.8704556564,1381982.8704556206,-383364853.32610285,2000.0,2000.0,2000.0
377,754000.0,999000.0,999000.0,12000.0,-383364.85332611384,1383364.8533260862,-384748218.17944366,2000.0,2000.0,2000.0
378,756000.0,999000.0,999000.0,12000.0,-384748.2181794429,1384748.2181794462,-386132966.39762264,2000.0,2000.0,2000.0
379,758000.0,999000.0,999000.0,12000.0,-386132.96639762004,1386132.9663975846,-387519099.36402166,2000.0,2000.0,2000.0
380,760000.0,999000.0,999000.0,12000.0,-387519.0993640039,1387519.0993640365,-388906618.4633806,2000.0,2000.0,2000.0
381,762000.0,999000.0,999000.0,12000.0,-388906.61846338096,1388906.6184633581,-390295525.08183354,2000.0,2000.0,2000.0
382,764000.0,999000.0,999000.0,12000.0,-390295.5250818448,1390295.5250818504,-391685820.6069276,2000.0,2000.0,2000.0
383,766000.0,999000.0,999000.0,12000.0,-391685.82060692634,1391685.8206069318,-393077506.4275268,2000.0,2000.0,2000.0
384,768000.0,999000.0,999000.0,12000.0,-393077.5064275355,1393077.5064275076,-394470583.9339533,2000.0,2000.0,2000.0
385,770000.0,999000.0,999000.0,12000.0,-394470.5839339487,1394470.5839339423,-395865054.51788443,2000.0,2000.0,2000.0
386,772000.0,999000.0,999000.0,12000.0,-395865.05451788614,1395865.054517902,-397260919.572412,2000.0,2000.0,2000.0
387,774000.0,999000.0,999000.0,12000.0,-397260.91957241716,1397260.9195724018,-398658180.4919836,2000.0,2000.0,2000.0
388,776000.0,999000.0,999000.0,12000.0,-398658.1804919841,1398658.1804919946,-400056838.67246413,2000.0,2000.0,2000.0
389,778000.0,999000.0,999000.0,12000.0,-400056.83867247653,1400056.838672458,-401456895.5111494,2000.0,2000.0,2000.0
390,780000.0,999000.0,999000.0,12000.0,-401456.8955111365,1401456.8955111331,-402858352.4066619,2000.0,2000.0,2000.0
391,782000.0,999000.0,999000.0,12000.0,-402858.3524066525,1402858.35240665,-404261210.75905955,2000.0,2000.0,2000.0
392,784000.0,999000.0,999000.0,12000.0,-404261.2107590577,1404261.2107590847,-405665471.9698271,2000.0,2000.0,2000.0
393,786000.0,999000.0,999000.0,12000.0,-405665.4719698164,1405665.4719698501,-407071137.441798,2000.0,2000.0,2000.0
394,788000.0,999000.0,999000.0,12000.0,-407071.1374417888,1407071.1374417883,-408478208.57923853,2000.0,2000.0,2000.0
395,790000.0,999000.0,999000.0,12000.0,-408478.20857923845,1408478.2085792094,-409886686.7878036,2000.0,2000.0,2000.0
396,792000.0,999000.0,999000.0,12000.0,-409886.68678782036,1409886.6867877932,-411296573.4746006,2000.0,2000.0,2000.0
397,794000.0,999000.0,999000.0,12000.0,-411296.5734745969,1411296.5734746028,-412707870.0480655,2000.0,2000.0,2000.0
398,796000.0,999000.0,999000.0,12000.0,-412707.87004806777,1412707.8700480713,-414120577.9181168,2000.0,2000.0,2000.0
399,798000.0,999000.0,999000.0,12000.0,-414120.5779181292,1414120.5779181316,-415534698.49604356,2000.0,2000.0,2000.0
400,800000.0,999000.0,999000.0,12000.0,-415534.69849604764,1415534.698496042,-416950233.19453365,2000.0,2000.0,2000.0
401,802000.0,999000.0,999000.0,12000.0,-416950.2331945294,1416950.2331945167,-418367183.4277364,2000.0,2000.0,2000.0
402,804000.0,999000.0,999000.0,12000.0,-418367.1834277338,1418367.1834277273,-419785550.61115384,2000.0,2000.0,2000.0
403,806000.0,999000.0,999000.0,12000.0,-419785.55061115534,1419785.550611159,-421205336.1617769,2000.0,2000.0,2000.0
404,808000.0,999000.0,999000.0,12000.0,-421205.33616177266,1421205.336161742,-422626541.49794126,2000.0,2000.0,2000.0
405,810000.0,999000.0,999000.0,12000.0,-422626.5414979389,1422626.5414979048,-424049168.0394373,2000.0,2000.0,2000.0
406,812000.0,999000.0,999000.0,12000.0,-424049.1680394221,1424049.1680394157,-425473217.2074762,2000.0,2000.0,2000.0
407,814000.0,999000.0,999000.0,12000.0,-425473.21720747254,1425473.2172074725,-426898690.4246805,2000.0,2000.0,2000.0
408,816000.0,999000.0,999000.0,12000.0,-426898.6904246838,1426898.6904246479,-428325589.1150981,2000.0,2000.0,2000.0
409,818000.0,999000.0,999000.0,12000.0,-428325.5891150953,1428325.5891150984,-429753914.70420825,2000.0,2000.0,2000.0
410,820000.0,999000.0,999000.0,12000.0,-429753.91470421146,1429753.9147042325,-431183668.61891836,2000.0,2000.0,2000.0
411,822000.0,999000.0,999000.0,12000.0,-431183.66861891886,1431183.6686189405,-432614852.2875346,2000.0,2000.0,2000.0
412,824000.0,999000.0,999000.0,12000.0,-432614.8522875329,1432614.8522875577,-434047467.1398358,2000.0,2000.0,2000.0
413,826000.0,999000.0,999000.0,12000.0,-434047.4671398364,1434047.4671398024,-435481514.6069665,2000.0,2000.0,2000.0
414,828000.0,999000.0,999000.0,12000.0,-435481.51460697304,1435481.5146069424,-436916996.1215817,2000.0,2000.0,2000.0
415,830000.0,999000.0,999000.0,12000.0,-436916.99612158013,1436916.9961215754,-438353913.1177031,2000.0,2000.0,2000.0
416,832000.0,999000.0,999000.0,12000.0,-438353.9131177068,1438353.9131176819,-439792267.0308204,2000.0,2000.0,2000.0
417,834000.0,999000.0,999000.0,12000.0,-439792.26703080756,1439792.267030805,-441232059.29785514,2000.0,2000.0,2000.0
418,836000.0,999000.0,999000.0,12000.0,-441232.0592978495,1441232.05929785,-442673291.35714597,2000.0,2000.0,2000.0
419,838000.0,999000.0,999000.0,12000.0,-442673.29135713464,1442673.2913571547,-444115964.6484987,2000.0,2000.0,2000.0
420,840000.0,999000.0,999000.0,12000.0,-444115.9646484925,1444115.9646485266,-445560080.6131406,2000.0,2000.0,2000.0
421,842000.0,999000.0,999000.0,12000.0,-445560.08061314217,1445560.080613163,-447005640.6937692,2000.0,2000.0,2000.0
422,844000.0,999000.0,999000.0,12000.0,-447005.6406937653,1447005.6406937283,-448452646.3344649,2000.0,2000.0,2000.0
423,846000.0,999000.0,999000.0,12000.0,-448452.6463344648,1448452.6463344388,-449901098.9807855,2000.0,2000.0,2000.0
424,848000.0,999000.0,999000.0,12000.0,-449901.09898079716,1449901.0989807998,-451351000.0797652,2000.0,2000.0,2000.0
425,850000.0,999000.0,999000.0,12000.0,-451351.00007976894,1451351.000079801,-452802351.0798392,2000.0,2000.0,2000.0
426,852000.0,999000.0,999000.0,12000.0,-452802.35107983975,1452802.3510798654,-454255153.4309354,2000.0,2000.0,2000.0
427,854000.0,999000.0,999000.0,12000.0,-454255.153430921,1454255.153430923,-455709408.5843572,2000.0,2000.0,2000.0
428,856000.0,999000.0,999000.0,12000.0,-455709.40858435526,1455709.4085843507,-457165117.9929409,2000.0,2000.0,2000.0
429,858000.0,999000.0,999000.0,12000.0,-457165.1179929488,1457165.1179929527,-458622283.1109308,2000.0,2000.0,2000.0
430,860000.0,999000.0,999000.0,12000.0,-458622.2831109323,1458622.2831109278,-460080905.39406013,2000.0,2000.0,2000.0
431,862000.0,999000.0,999000.0,12000.0,-460080.90539404686,1460080.9053940794,-461540986.2994511,2000.0,2000.0,2000.0
432,864000.0,999000.0,999000.0,12000.0,-461540.9862994525,1461540.9862994507,-463002527.2857506,2000.0,2000.0,2000.0
433,866000.0,999000.0,999000.0,12000.0,-463002.5272857328,1463002.5272857547,-464465529.8130372,2000.0,2000.0,2000.0
434,868000.0,999000.0,999000.0,12000.0,-464465.5298130246,1464465.5298130284,-465929995.3428474,2000.0,2000.0,2000.0
435,870000.0,999000.0,999000.0,12000.0,-465929.9953428522,1465929.9953428549,-467395925.3381926,2000.0,2000.0,2000.0
436,872000.0,999000.0,999000.0,12000.0,-467395.9253381922,1467395.925338164,-468863321.2635347,2000.0,2000.0,2000.0
437,874000.0,999000.0,999000.0,12000.0,-468863.3212635186,1468863.3212635554,-470332184.58479303,2000.0,2000.0,2000.0
438,876000.0,999000.0,999000.0,12000.0,-470332.1845847959,1470332.1845848062,-471802516.76936334,2000.0,2000.0,2000.0
439,878000.0,999000.0,999000.0,12000.0,-471802.51676938095,1471802.5167693836,-473274319.286151,2000.0,2000.0,2000.0
