t,balance,interest,principal
492,-553422.9788179231,-551.871107710213,1551.871107710213
493,-554976.4017967411,-553.4229788179231,1553.4229788179232
494,-556531.3781985379,-554.9764017967411,1554.9764017967411
495,-558087.9095767364,-556.5313781985378,1556.5313781985378
496,-559645.9974863131,-558.0879095767364,1558.0879095767364
497,-561205.6434837994,-559.6459974863131,1559.6459974863133
498,-562766.8491272832,-561.2056434837995,1561.2056434837996
499,-564329.6159764105,-562.7668491272832,1562.7668491272832
500,-565893.9455923869,-564.3296159764104,1564.3296159764104
501,-567459.8395379792,-565.8939455923869,1565.893945592387
502,-569027.2993775172,-567.4598395379792,1567.4598395379792
503,-570596.3266768947,-569.0272993775172,1569.0272993775172
504,-572166.9230035716,-570.5963266768947,1570.5963266768947
505,-573739.0899265752,-572.1669230035716,1572.1669230035716
506,-575312.8290165018,-573.7390899265752,1573.7390899265752
507,-576888.1418455183,-575.3128290165018,1575.3128290165018
508,-578465.0299873637,-576.8881418455182,1576.8881418455182
509,-580043.4950173511,-578.4650299873638,1578.4650299873638
510,-581623.5385123685,-580.0434950173511,1580.0434950173512
511,-583205.1620508808,-581.6235385123684,1581.6235385123684
512,-584788.3672129317,-583.2051620508809,1583.205162050881
513,-586373.1555801447,-584.7883672129318,1584.788367212932
514,-587959.5287357249,-586.3731555801447,1586.3731555801446
515,-589547.4882644606,-587.9595287357249,1587.959528735725
516,-591137.0357527251,-589.5474882644606,1589.5474882644608
517,-592728.1727884779,-591.1370357527251,1591.137035752725
518,-594320.9009612664,-592.7281727884779,1592.7281727884779
519,-595915.2218622277,-594.3209009612664,1594.3209009612665
520,-597511.1370840899,-595.9152218622277,1595.9152218622276
521,-599108.648221174,-597.5111370840899,1597.51113708409
522,-600707.7568693951,-599.108648221174,1599.108648221174
523,-602308.4646262645,-600.7077568693952,1600.7077568693953
524,-603910.7730908908,-602.3084646262646,1602.3084646262646
525,-605514.6838639817,-603.9107730908909,1603.9107730908909
526,-607120.1985478457,-605.5146838639818,1605.5146838639816
527,-608727.3187463935,-607.1201985478457,1607.1201985478456
528,-610336.0460651399,-608.7273187463935,1608.7273187463934
529,-611946.382111205,-610.33604606514,1610.33604606514
530,-613558.3284933162,-611.946382111205,1611.946382111205
531,-615171.8868218095,-613.5583284933163,1613.5583284933164
532,-616787.0587086313,-615.1718868218095,1615.1718868218095
533,-618403.8457673399,-616.7870587086313,1616.7870587086313
534,-620022.2496131073,-618.4038457673399,1618.40384576734
535,-621642.2718627204,-620.0222496131073,1620.0222496131073
536,-623263.9141345831,-621.6422718627203,1621.6422718627205
537,-624887.1780487177,-623.263914134583,1623.263914134583
538,-626512.0652267664,-624.8871780487177,1624.8871780487177
539,-628138.5772919932,-626.5120652267664,1626.5120652267665
540,-629766.7158692852,-628.1385772919932,1628.1385772919932
541,-631396.4825851545,-629.7667158692852,1629.7667158692852
542,-633027.8790677396,-631.3964825851544,1631.3964825851544
543,-634660.9069468073,-633.0278790677396,1633.0278790677396
544,-636295.567853754,-634.6609069468072,1634.6609069468072
545,-637931.8634216078,-636.295567853754,1636.2955678537542
546,-639569.7952850293,-637.9318634216078,1637.9318634216079
547,-641209.3650803143,-639.5697952850294,1639.5697952850294
548,-642850.5744453947,-641.2093650803143,1641.2093650803145
549,-644493.4250198401,-642.8505744453947,1642.8505744453946
550,-646137.9184448599,-644.4934250198402,1644.4934250198403
551,-647784.0563633047,-646.1379184448599,1646.13791844486
552,-649431.840419668,-647.7840563633048,1647.784056363305
553,-651081.2722600877,-649.431840419668,1649.4318404196679
554,-652732.3535323477,-651.0812722600876,1651.0812722600876
555,-654385.08588588,-652.7323535323477,1652.7323535323476
556,-656039.4709717659,-654.38508588588,1654.38508588588
557,-657695.5104427377,-656.0394709717659,1656.039470971766
558,-659353.2059531804,-657.6955104427377,1657.6955104427377
559,-661012.5591591336,-659.3532059531805,1659.3532059531803
560,-662673.5717182927,-661.0125591591336,1661.0125591591336
561,-664336.2452900109,-662.6735717182927,1662.6735717182928
562,-666000.5815353009,-664.336245290011,1664.336245290011
563,-667666.5821168362,-666.000581535301,1666.000581535301
564,-669334.2486989531,-667.6665821168363,1667.6665821168363
565,-671003.582947652,-669.334248698953,1669.3342486989532
566,-672674.5865305996,-671.003582947652,1671.003582947652
567,-674347.2611171302,-672.6745865305996,1672.6745865305998
568,-676021.6083782472,-674.3472611171302,1674.34726111713
569,-677697.6299866255,-676.0216083782473,1676.0216083782473
570,-679375.3276166122,-677.6976299866255,1677.6976299866255
571,-681054.7029442288,-679.3753276166123,1679.3753276166121
572,-682735.757647173,-681.0547029442288,1681.0547029442287
573,-684418.4934048202,-682.735757647173,1682.7357576471732
574,-686102.9118982251,-684.4184934048202,1684.4184934048203
575,-687789.0148101232,-686.1029118982251,1686.102911898225
576,-689476.8038249334,-687.7890148101233,1687.7890148101233
577,-691166.2806287582,-689.4768038249334,1689.4768038249335
578,-692857.446909387,-691.1662806287583,1691.1662806287582
579,-694550.3043562964,-692.857446909387,1692.857446909387
580,-696244.8546606527,-694.5503043562965,1694.5503043562965
581,-697941.0995153134,-696.2448546606527,1696.2448546606527
582,-699639.0406148287,-697.9410995153135,1697.9410995153135
583,-701338.6796554435,-699.6390406148287,1699.6390406148287
584,-703040.018335099,-701.3386796554436,1701.3386796554437
585,-704743.0583534341,-703.040018335099,1703.040018335099
586,-706447.8014117875,-704.7430583534341,1704.7430583534342
587,-708154.2492131992,-706.4478014117875,1706.4478014117876
588,-709862.4034624124,-708.1542492131993,1708.1542492131994
589,-711572.2658658748,-709.8624034624124,1709.8624034624124
590,-713283.8381317407,-711.5722658658749,1711.572265865875
591,-714997.1219698724,-713.2838381317407,1713.2838381317406
592,-716712.1190918422,-714.9971219698724,1714.9971219698723
593,-718428.8312109341,-716.7121190918422,1716.7121190918422
594,-720147.260042145,-718.428831210934,1718.428831210934
595,-721867.4073021872,-720.147260042145,1720.147260042145
596,-723589.2747094893,-721.8674073021872,1721.867407302187
597,-725312.8639841988,-723.5892747094894,1723.5892747094895
598,-727038.1768481829,-725.3128639841988,1725.3128639841989
599,-728765.2150250311,-727.038176848183,1727.038176848183
600,-730493.9802400562,-728.7652150250311,1728.765215025031
601,-732224.4742202963,-730.4939802400562,1730.4939802400563
602,-733956.6986945166,-732.2244742202963,1732.2244742202963
603,-735690.655393211,-733.9566986945166,1733.9566986945165
604,-737426.3460486042,-735.690655393211,1735.690655393211
605,-739163.7723946528,-737.4263460486043,1737.4263460486043
606,-740902.9361670475,-739.1637723946528,1739.1637723946528
607,-742643.8391032146,-740.9029361670475,1740.9029361670475
608,-744386.4829423177,-742.6438391032145,1742.6438391032145
609,-746130.86942526,-744.3864829423178,1744.3864829423178
610,-747877.0002946852,-746.13086942526,1746.13086942526
611,-749624.87729498,-747.8770002946852,1747.8770002946853
612,-751374.502172275,-749.62487729498,1749.62487729498
613,-753125.8766744472,-751.374502172275,1751.374502172275
614,-754879.0025511216,-753.1258766744472,1753.1258766744472
615,-756633.8815536727,-754.8790025511216,1754.8790025511216
616,-758390.5154352264,-756.6338815536727,1756.6338815536728
617,-760148.9059506616,-758.3905154352263,1758.3905154352265
618,-761909.0548566123,-760.1489059506616,1760.1489059506616
619,-763670.963911469,-761.9090548566123,1761.9090548566123
620,-765434.6348753804,-763.670963911469,1763.670963911469
621,-767200.0695102558,-765.4346348753804,1765.4346348753804
622,-768967.2695797661,-767.2000695102558,1767.2000695102558
623,-770736.2368493458,-768.9672695797661,1768.9672695797663
624,-772506.9730861952,-770.7362368493459,1770.736236849346
625,-774279.4800592813,-772.5069730861952,1772.506973086195
626,-776053.7595393406,-774.2794800592814,1774.2794800592815
627,-777829.81329888,-776.0537595393406,1776.0537595393407
628,-779607.6431121789,-777.82981329888,1777.82981329888
629,-781387.2507552911,-779.607643112179,1779.607643112179
630,-783168.6380060464,-781.3872507552911,1781.387250755291
631,-784951.8066440525,-783.1686380060464,1783.1686380060464
632,-786736.7584506966,-784.9518066440526,1784.9518066440526
633,-788523.4952091473,-786.7367584506966,1786.7367584506965
634,-790312.0187043565,-788.5234952091473,1788.5234952091473
635,-792102.3307230609,-790.3120187043565,1790.3120187043564
636,-793894.433053784,-792.1023307230608,1792.1023307230607
637,-795688.3274868377,-793.8944330537839,1793.8944330537838
638,-797484.0158143246,-795.6883274868378,1795.6883274868378
639,-799281.499830139,-797.4840158143246,1797.4840158143247
640,-801080.7813299692,-799.281499830139,1799.281499830139
641,-802881.8621112992,-801.0807813299692,1801.0807813299693
642,-804684.7439734105,-802.8818621112991,1802.8818621112991
643,-806489.4287173839,-804.6847439734105,1804.6847439734106
644,-808295.9181461013,-806.4894287173839,1806.4894287173838
645,-810104.2140642474,-808.2959181461013,1808.2959181461013
646,-811914.3182783116,-810.1042140642475,1810.1042140642476
647,-813726.23259659,-811.9143182783116,1811.9143182783116
648,-815539.9588291865,-813.72623259659,1813.7262325965899
649,-817355.4987880157,-815.5399588291865,1815.5399588291866
650,-819172.8542868037,-817.3554987880157,1817.3554987880157
651,-820992.0271410906,-819.1728542868037,1819.1728542868036
652,-822813.0191682316,-820.9920271410906,1820.9920271410906
653,-824635.8321873999,-822.8130191682317,1822.8130191682317
654,-826460.4680195872,-824.6358321873998,1824.6358321874
655,-828286.9284876068,-826.4604680195872,1826.460468019587
656,-830115.2154160944,-828.2869284876068,1828.286928487607
657,-831945.3306315105,-830.1152154160944,1830.1152154160945
658,-833777.2759621419,-831.9453306315105,1831.9453306315104
659,-835611.0532381041,-833.777275962142,1833.777275962142
660,-837446.6642913423,-835.6110532381041,1835.611053238104
661,-839284.1109556336,-837.4466642913422,1837.4466642913421
662,-841123.3950665892,-839.2841109556335,1839.2841109556334
663,-842964.5184616558,-841.1233950665893,1841.1233950665892
664,-844807.4829801174,-842.9645184616559,1842.9645184616559
665,-846652.2904630975,-844.8074829801175,1844.8074829801176
666,-848498.9427535606,-846.6522904630975,1846.6522904630974
667,-850347.4416963141,-848.4989427535606,1848.4989427535606
668,-852197.7891380105,-850.3474416963141,1850.347441696314
669,-854049.9869271485,-852.1977891380105,1852.1977891380106
670,-855904.0369140757,-854.0499869271486,1854.0499869271484
671,-857759.9409509898,-855.9040369140757,1855.9040369140757
672,-859617.7008919409,-857.7599409509899,1857.7599409509899
673,-861477.3185928328,-859.6177008919409,1859.6177008919408
674,-863338.7959114256,-861.4773185928328,1861.477318592833
675,-865202.134707337,-863.3387959114257,1863.3387959114257
676,-867067.3368420444,-865.202134707337,1865.2021347073369
677,-868934.4041788864,-867.0673368420444,1867.0673368420444
678,-870803.3385830653,-868.9344041788864,1868.9344041788863
679,-872674.1419216484,-870.8033385830653,1870.8033385830654
680,-874546.8160635701,-872.6741419216485,1872.6741419216485
681,-876421.3628796337,-874.5468160635701,1874.54681606357
682,-878297.7842425134,-876.4213628796336,1876.4213628796338
683,-880176.0820267559,-878.2977842425133,1878.2977842425134
684,-882056.2581087827,-880.1760820267559,1880.176082026756
685,-883938.3143668915,-882.0562581087827,1882.0562581087827
686,-885822.2526812584,-883.9383143668915,1883.9383143668915
687,-887708.0749339396,-885.8222526812584,1885.8222526812583
688,-889595.7830088736,-887.7080749339397,1887.7080749339398
689,-891485.3787918824,-889.5957830088736,1889.5957830088737
690,-893376.8641706744,-891.4853787918825,1891.4853787918823
691,-895270.241034845,-893.3768641706744,1893.3768641706743
692,-897165.5112758798,-895.2702410348451,1895.2702410348452
693,-899062.6767871557,-897.1655112758798,1897.16551127588
694,-900961.7394639428,-899.0626767871557,1899.0626767871559
695,-902862.7012034068,-900.9617394639429,1900.9617394639429
696,-904765.5639046102,-902.8627012034068,1902.8627012034067
697,-906670.3294685149,-904.7655639046103,1904.7655639046102
698,-908576.9997979834,-906.6703294685149,1906.6703294685149
699,-910485.5767977814,-908.5769997979835,1908.5769997979835
700,-912396.0623745791,-910.4855767977814,1910.4855767977815
701,-914308.4584369537,-912.3960623745792,1912.3960623745793
702,-916222.7668953907,-914.3084584369537,1914.3084584369537
703,-918138.9896622861,-916.2227668953907,1916.2227668953906
704,-920057.1286519484,-918.1389896622861,1918.1389896622861
705,-921977.1857806004,-920.0571286519485,1920.0571286519485
706,-923899.1629663811,-921.9771857806004,1921.9771857806004
707,-925823.0621293475,-923.899162966381,1923.899162966381
708,-927748.8851914768,-925.8230621293475,1925.8230621293474
709,-929676.6340766683,-927.7488851914768,1927.7488851914768
710,-931606.3107107449,-929.6766340766683,1929.6766340766683
711,-933537.9170214557,-931.606310710745,1931.606310710745
712,-935471.4549384771,-933.5379170214558,1933.5379170214558
713,-937406.9263934157,-935.4714549384771,1935.471454938477
714,-939344.333319809,-937.4069263934157,1937.4069263934157
715,-941283.6776531289,-939.344333319809,1939.344333319809
716,-943224.961330782,-941.2836776531288,1941.283677653129
717,-945168.1862921128,-943.2249613307821,1943.2249613307822
718,-947113.354478405,-945.1681862921129,1945.1681862921128
719,-949060.4678328834,-947.113354478405,1947.113354478405
720,-951009.5283007162,-949.0604678328833,1949.0604678328832
